user_id,variant,device,exposure_date,sessions_14d
401312,control,android,2025-08-03,16
401313,control,ios,2025-08-03,10
401314,treatment,android,2025-08-03,6
401315,treatment,ios,2025-08-03,3
401316,treatment,ios,2025-08-03,8
401317,treatment,ios,2025-08-03,3
401318,treatment,android,2025-08-03,18
401319,control,android,2025-08-03,12
401320,control,android,2025-08-03,1
401321,treatment,android,2025-08-03,2
401322,treatment,android,2025-08-03,6
401323,control,ios,2025-08-03,7
401324,control,ios,2025-08-03,1
401325,treatment,android,2025-08-03,13
401326,treatment,ios,2025-08-03,8
401327,control,ios,2025-08-03,13
401328,control,android,2025-08-03,19
401329,treatment,ios,2025-08-03,7
401330,treatment,android,2025-08-03,0
401331,control,ios,2025-08-03,5
401332,control,ios,2025-08-03,3
401333,control,android,2025-08-03,9
401334,control,ios,2025-08-03,9
401335,treatment,ios,2025-08-03,15
401336,control,ios,2025-08-03,3
401337,control,android,2025-08-03,6
401338,control,ios,2025-08-03,7
401339,treatment,ios,2025-08-03,6
401340,treatment,android,2025-08-03,11
401341,treatment,ios,2025-08-03,23
401342,control,android,2025-08-03,2
401343,control,android,2025-08-03,10
401344,control,android,2025-08-03,8
401345,control,ios,2025-08-03,6
401346,control,android,2025-08-03,3
401347,treatment,ios,2025-08-03,6
401348,treatment,android,2025-08-03,15
401349,treatment,ios,2025-08-03,4
401350,control,android,2025-08-03,9
401351,control,android,2025-08-03,12
401352,control,android,2025-08-03,2
401353,control,ios,2025-08-03,9
401354,control,android,2025-08-03,3
401355,treatment,ios,2025-08-03,5
401356,control,android,2025-08-03,2
401357,treatment,android,2025-08-03,1
401358,treatment,ios,2025-08-03,13
401359,control,android,2025-08-03,10
401360,control,android,2025-08-03,18
401361,treatment,android,2025-08-03,2
401362,treatment,ios,2025-08-03,10
401363,treatment,android,2025-08-03,1
401364,control,ios,2025-08-03,5
401365,control,android,2025-08-03,0
401366,treatment,ios,2025-08-03,10
401367,control,ios,2025-08-03,8
401368,control,android,2025-08-03,2
401369,treatment,android,2025-08-03,3
401370,control,android,2025-08-03,3
401371,treatment,android,2025-08-03,5
401372,control,ios,2025-08-03,10
401373,control,ios,2025-08-03,1
401374,treatment,android,2025-08-03,29
401375,control,android,2025-08-03,16
401376,control,ios,2025-08-03,16
401377,control,android,2025-08-03,4
401378,control,ios,2025-08-03,4
401379,control,ios,2025-08-03,11
401380,control,ios,2025-08-03,6
401381,treatment,android,2025-08-03,16
401382,control,android,2025-08-03,11
401383,control,android,2025-08-03,12
401384,treatment,android,2025-08-03,20
401385,control,android,2025-08-03,3
401386,control,android,2025-08-04,6
401387,control,android,2025-08-04,9
401388,treatment,android,2025-08-04,4
401389,control,ios,2025-08-04,8
401390,treatment,ios,2025-08-04,0
401391,control,ios,2025-08-04,4
401392,treatment,android,2025-08-04,5
401393,control,android,2025-08-04,15
401394,control,ios,2025-08-04,4
401395,control,ios,2025-08-04,5
401396,treatment,ios,2025-08-04,4
401397,treatment,ios,2025-08-04,24
401398,treatment,android,2025-08-04,11
401399,control,ios,2025-08-04,3
401400,control,android,2025-08-04,7
401401,treatment,android,2025-08-04,3
401402,treatment,android,2025-08-04,21
401403,control,android,2025-08-04,3
401404,control,android,2025-08-04,6
401405,treatment,ios,2025-08-04,6
401406,treatment,ios,2025-08-04,11
401407,treatment,ios,2025-08-04,18
401408,control,android,2025-08-04,1
401409,treatment,android,2025-08-04,6
401410,treatment,ios,2025-08-04,3
401411,control,ios,2025-08-04,17
401412,treatment,ios,2025-08-04,17
401413,control,ios,2025-08-04,5
401414,treatment,android,2025-08-04,3
401415,treatment,android,2025-08-04,5
401416,treatment,ios,2025-08-04,7
401417,control,ios,2025-08-04,15
401418,control,android,2025-08-04,6
401419,control,ios,2025-08-04,5
401420,treatment,ios,2025-08-04,8
401421,control,android,2025-08-04,4
401422,control,ios,2025-08-04,8
401423,treatment,ios,2025-08-04,6
401424,control,ios,2025-08-04,15
401425,treatment,android,2025-08-04,8
401426,control,ios,2025-08-04,9
401427,control,ios,2025-08-04,6
401428,treatment,ios,2025-08-04,6
401429,control,ios,2025-08-04,8
401430,control,android,2025-08-04,7
401431,treatment,ios,2025-08-04,10
401432,control,ios,2025-08-04,5
401433,treatment,ios,2025-08-04,13
401434,control,android,2025-08-04,4
401435,treatment,ios,2025-08-04,12
401436,treatment,ios,2025-08-04,5
401437,treatment,ios,2025-08-04,6
401438,control,ios,2025-08-04,6
401439,treatment,ios,2025-08-04,6
401440,treatment,android,2025-08-04,1
401441,control,ios,2025-08-04,10
401442,control,ios,2025-08-04,22
401443,control,ios,2025-08-04,13
401444,control,ios,2025-08-04,14
401445,control,android,2025-08-04,4
401446,control,android,2025-08-04,3
401447,control,android,2025-08-04,4
401448,treatment,ios,2025-08-04,2
401449,treatment,android,2025-08-04,18
401450,treatment,ios,2025-08-04,5
401451,treatment,android,2025-08-04,5
401452,control,android,2025-08-04,5
401453,control,android,2025-08-04,10
401454,treatment,android,2025-08-04,4
401455,treatment,ios,2025-08-04,10
401456,treatment,ios,2025-08-04,10
401457,control,android,2025-08-04,11
401458,control,ios,2025-08-04,21
401459,control,ios,2025-08-04,3
401460,treatment,ios,2025-08-04,6
401461,treatment,android,2025-08-04,1
401462,control,android,2025-08-04,15
401463,treatment,ios,2025-08-04,13
401464,control,ios,2025-08-04,7
401465,treatment,ios,2025-08-04,21
401466,control,android,2025-08-04,8
401467,treatment,android,2025-08-04,9
401468,treatment,ios,2025-08-04,12
401469,treatment,ios,2025-08-04,11
401470,control,ios,2025-08-04,3
401471,treatment,ios,2025-08-04,5
401472,treatment,ios,2025-08-04,7
401473,control,android,2025-08-04,3
401474,treatment,android,2025-08-04,16
401475,treatment,android,2025-08-04,12
401476,control,android,2025-08-04,15
401477,control,ios,2025-08-04,7
401478,control,android,2025-08-04,4
401479,treatment,android,2025-08-04,3
401480,treatment,ios,2025-08-04,17
401481,control,android,2025-08-04,5
401482,control,ios,2025-08-04,4
401483,control,ios,2025-08-04,18
401484,control,android,2025-08-04,25
401485,control,ios,2025-08-04,7
401486,control,ios,2025-08-04,8
401487,treatment,android,2025-08-04,18
401488,control,ios,2025-08-04,2
401489,control,android,2025-08-04,4
401490,control,ios,2025-08-04,7
401491,control,android,2025-08-04,4
401492,control,android,2025-08-04,8
401493,treatment,ios,2025-08-04,14
401494,treatment,android,2025-08-04,11
401495,control,android,2025-08-04,17
401496,treatment,android,2025-08-04,0
401497,treatment,ios,2025-08-04,5
401498,treatment,ios,2025-08-04,3
401499,control,ios,2025-08-04,7
401500,treatment,ios,2025-08-04,3
401501,control,android,2025-08-04,3
401502,treatment,ios,2025-08-04,8
401503,control,android,2025-08-04,14
401504,control,ios,2025-08-04,15
401505,control,ios,2025-08-04,6
401506,treatment,android,2025-08-04,14
401507,treatment,ios,2025-08-04,4
401508,control,android,2025-08-04,6
401509,treatment,android,2025-08-04,14
401510,control,android,2025-08-04,12
401511,control,android,2025-08-04,4
401512,control,ios,2025-08-04,3
401513,treatment,ios,2025-08-04,20
401514,treatment,ios,2025-08-04,1
401515,treatment,android,2025-08-04,6
401516,treatment,android,2025-08-04,11
401517,control,android,2025-08-04,5
401518,control,android,2025-08-04,10
401519,control,ios,2025-08-04,13
401520,treatment,android,2025-08-04,14
401521,treatment,ios,2025-08-04,11
401522,treatment,ios,2025-08-04,4
401523,treatment,ios,2025-08-04,13
401524,control,ios,2025-08-04,15
401525,control,ios,2025-08-04,8
401526,treatment,android,2025-08-04,3
401527,treatment,android,2025-08-04,6
401528,control,android,2025-08-04,5
401529,treatment,android,2025-08-04,9
401530,control,android,2025-08-04,17
401531,control,android,2025-08-04,7
401532,control,android,2025-08-04,1
401533,control,android,2025-08-04,16
401534,control,ios,2025-08-04,11
401535,control,android,2025-08-04,6
401536,control,android,2025-08-04,6
401537,treatment,ios,2025-08-04,12
401538,control,ios,2025-08-04,9
401539,control,android,2025-08-04,9
401540,treatment,android,2025-08-04,7
401541,control,android,2025-08-04,6
401542,treatment,ios,2025-08-04,4
401543,treatment,ios,2025-08-04,3
401544,control,ios,2025-08-04,4
401545,treatment,ios,2025-08-04,6
401546,treatment,android,2025-08-04,11
401547,treatment,android,2025-08-04,5
401548,treatment,ios,2025-08-04,20
401549,treatment,android,2025-08-04,21
401550,control,android,2025-08-04,22
401551,control,ios,2025-08-04,9
401552,treatment,ios,2025-08-04,13
401553,control,ios,2025-08-04,18
401554,control,android,2025-08-04,17
401555,control,android,2025-08-04,5
401556,control,android,2025-08-04,0
401557,control,android,2025-08-04,7
401558,control,ios,2025-08-04,12
401559,treatment,android,2025-08-04,6
401560,control,ios,2025-08-04,4
401561,treatment,ios,2025-08-04,5
401562,control,ios,2025-08-04,4
401563,control,ios,2025-08-04,9
401564,control,ios,2025-08-04,1
401565,control,android,2025-08-04,16
401566,control,android,2025-08-04,2
401567,control,android,2025-08-04,7
401568,control,android,2025-08-04,4
401569,treatment,android,2025-08-04,6
401570,treatment,ios,2025-08-04,17
401571,control,ios,2025-08-04,10
401572,control,android,2025-08-04,3
401573,treatment,ios,2025-08-04,7
401574,control,android,2025-08-04,6
401575,control,android,2025-08-04,3
401576,control,android,2025-08-04,12
401577,treatment,ios,2025-08-04,6
401578,treatment,ios,2025-08-04,11
401579,treatment,android,2025-08-04,4
401580,control,android,2025-08-04,12
401581,control,android,2025-08-04,12
401582,control,ios,2025-08-04,1
401583,treatment,android,2025-08-04,13
401584,treatment,android,2025-08-04,12
401585,control,android,2025-08-04,7
401586,control,android,2025-08-04,13
401587,control,android,2025-08-04,5
401588,treatment,android,2025-08-04,6
401589,treatment,ios,2025-08-04,6
401590,treatment,ios,2025-08-04,16
401591,control,ios,2025-08-04,11
401592,control,android,2025-08-04,16
401593,treatment,android,2025-08-04,3
401594,control,ios,2025-08-04,6
401595,treatment,ios,2025-08-04,8
401596,control,android,2025-08-04,8
401597,control,android,2025-08-04,11
401598,treatment,ios,2025-08-04,12
401599,treatment,ios,2025-08-04,7
401600,control,ios,2025-08-04,3
401601,control,ios,2025-08-04,10
401602,treatment,android,2025-08-04,2
401603,control,ios,2025-08-04,2
401604,control,android,2025-08-04,10
401605,treatment,android,2025-08-04,11
401606,control,ios,2025-08-04,5
401607,treatment,ios,2025-08-04,6
401608,control,android,2025-08-04,11
401609,control,android,2025-08-04,9
401610,treatment,android,2025-08-04,9
401611,treatment,android,2025-08-04,4
401612,control,android,2025-08-04,2
401613,treatment,android,2025-08-04,14
401614,treatment,ios,2025-08-04,17
401615,treatment,ios,2025-08-04,9
401616,treatment,ios,2025-08-04,4
401617,control,ios,2025-08-04,19
401618,control,android,2025-08-04,8
401619,treatment,ios,2025-08-04,11
401620,control,android,2025-08-04,2
401621,control,ios,2025-08-04,16
401622,treatment,android,2025-08-04,7
401623,control,android,2025-08-04,22
401624,treatment,android,2025-08-04,1
401625,control,ios,2025-08-04,14
401626,treatment,ios,2025-08-04,9
401627,treatment,ios,2025-08-04,1
401628,control,ios,2025-08-04,4
401629,treatment,ios,2025-08-04,22
401630,treatment,android,2025-08-04,15
401631,control,ios,2025-08-04,5
401632,control,android,2025-08-04,3
401633,treatment,ios,2025-08-04,16
401634,control,ios,2025-08-04,13
401635,control,android,2025-08-04,4
401636,control,android,2025-08-04,17
401637,control,android,2025-08-04,14
401638,control,ios,2025-08-04,13
401639,control,ios,2025-08-04,2
401640,treatment,android,2025-08-04,3
401641,treatment,ios,2025-08-04,12
401642,control,ios,2025-08-04,7
401643,control,android,2025-08-04,4
401644,treatment,ios,2025-08-04,27
401645,control,android,2025-08-04,5
401646,control,ios,2025-08-04,4
401647,control,ios,2025-08-04,7
401648,control,ios,2025-08-04,7
401649,control,android,2025-08-04,2
401650,control,android,2025-08-04,4
401651,control,ios,2025-08-04,23
401652,treatment,android,2025-08-04,9
401653,treatment,ios,2025-08-04,5
401654,treatment,ios,2025-08-04,13
401655,treatment,android,2025-08-04,36
401656,control,android,2025-08-04,2
401657,treatment,ios,2025-08-04,9
401658,treatment,android,2025-08-04,7
401659,treatment,android,2025-08-04,18
401660,treatment,android,2025-08-04,5
401661,control,ios,2025-08-04,11
401662,control,android,2025-08-04,7
401663,treatment,ios,2025-08-04,19
401664,control,ios,2025-08-04,5
401665,control,android,2025-08-04,7
401666,treatment,android,2025-08-04,0
401667,treatment,ios,2025-08-04,7
401668,control,android,2025-08-04,12
401669,control,ios,2025-08-04,8
401670,treatment,ios,2025-08-04,8
401671,treatment,android,2025-08-04,2
401672,treatment,ios,2025-08-04,9
401673,control,ios,2025-08-04,4
401674,treatment,android,2025-08-04,8
401675,control,ios,2025-08-04,5
401676,control,android,2025-08-04,7
401677,control,ios,2025-08-04,6
401678,treatment,android,2025-08-04,4
401679,control,ios,2025-08-04,10
401680,control,ios,2025-08-04,10
401681,treatment,android,2025-08-04,23
401682,control,ios,2025-08-04,3
401683,treatment,ios,2025-08-04,17
401684,control,ios,2025-08-04,7
401685,treatment,ios,2025-08-04,5
401686,control,android,2025-08-04,19
401687,treatment,ios,2025-08-04,8
401688,control,ios,2025-08-04,4
401689,treatment,android,2025-08-04,6
401690,control,ios,2025-08-04,8
401691,treatment,android,2025-08-04,1
401692,control,android,2025-08-04,9
401693,treatment,ios,2025-08-04,22
401694,control,ios,2025-08-04,14
401695,treatment,android,2025-08-04,11
401696,treatment,android,2025-08-04,32
401697,control,ios,2025-08-04,9
401698,control,android,2025-08-04,14
401699,control,android,2025-08-04,2
401700,treatment,ios,2025-08-04,15
401701,treatment,android,2025-08-04,14
401702,treatment,ios,2025-08-04,1
401703,control,ios,2025-08-04,4
401704,treatment,ios,2025-08-04,5
401705,control,ios,2025-08-04,1
401706,treatment,ios,2025-08-04,6
401707,control,android,2025-08-04,5
401708,control,ios,2025-08-04,12
401709,treatment,android,2025-08-04,19
401710,control,android,2025-08-04,11
401711,treatment,ios,2025-08-04,3
401712,treatment,ios,2025-08-04,3
401713,control,android,2025-08-04,17
401714,control,ios,2025-08-04,9
401715,control,ios,2025-08-04,3
401716,treatment,android,2025-08-04,3
401717,control,android,2025-08-04,5
401718,control,ios,2025-08-04,11
401719,treatment,android,2025-08-04,2
401720,control,android,2025-08-04,4
401721,treatment,android,2025-08-04,2
401722,control,android,2025-08-04,8
401723,treatment,android,2025-08-04,7
401724,control,android,2025-08-04,6
401725,control,android,2025-08-04,10
401726,treatment,ios,2025-08-04,3
401727,control,android,2025-08-04,25
401728,treatment,ios,2025-08-04,10
401729,treatment,android,2025-08-04,2
401730,control,ios,2025-08-04,8
401731,control,ios,2025-08-04,0
401732,treatment,ios,2025-08-04,6
401733,treatment,ios,2025-08-04,17
401734,treatment,ios,2025-08-04,3
401735,treatment,android,2025-08-04,8
401736,treatment,android,2025-08-04,1
401737,control,android,2025-08-04,4
401738,control,ios,2025-08-04,3
401739,treatment,ios,2025-08-04,2
401740,treatment,ios,2025-08-04,0
401741,treatment,android,2025-08-04,8
401742,treatment,android,2025-08-04,6
401743,treatment,ios,2025-08-04,14
401744,control,android,2025-08-04,15
401745,treatment,android,2025-08-04,10
401746,control,ios,2025-08-04,7
401747,control,ios,2025-08-04,5
401748,control,ios,2025-08-04,6
401749,treatment,android,2025-08-04,13
401750,treatment,android,2025-08-04,13
401751,treatment,ios,2025-08-04,11
401752,treatment,android,2025-08-04,6
401753,control,android,2025-08-04,8
401754,control,android,2025-08-04,5
401755,control,android,2025-08-04,6
401756,control,android,2025-08-04,5
401757,control,ios,2025-08-04,6
401758,control,ios,2025-08-04,6
401759,control,ios,2025-08-04,11
401760,treatment,ios,2025-08-04,5
401761,treatment,ios,2025-08-04,2
401762,control,android,2025-08-04,8
401763,control,android,2025-08-04,6
401764,control,ios,2025-08-04,10
401765,treatment,ios,2025-08-04,3
401766,treatment,ios,2025-08-04,8
401767,control,android,2025-08-04,16
401768,control,android,2025-08-04,11
401769,control,android,2025-08-04,7
401770,treatment,android,2025-08-04,8
401771,treatment,android,2025-08-04,15
401772,control,android,2025-08-04,14
401773,treatment,android,2025-08-04,6
401774,treatment,android,2025-08-04,9
401775,treatment,ios,2025-08-04,13
401776,treatment,ios,2025-08-04,6
401777,control,ios,2025-08-04,29
401778,treatment,android,2025-08-04,9
401779,treatment,android,2025-08-04,5
401780,treatment,ios,2025-08-04,0
401781,treatment,ios,2025-08-04,3
401782,control,ios,2025-08-04,8
401783,control,ios,2025-08-04,6
401784,control,android,2025-08-04,1
401785,treatment,ios,2025-08-04,6
401786,treatment,ios,2025-08-04,4
401787,control,ios,2025-08-04,11
401788,control,ios,2025-08-04,2
401789,control,android,2025-08-04,26
401790,treatment,ios,2025-08-04,5
401791,treatment,android,2025-08-04,9
401792,control,ios,2025-08-04,11
401793,control,ios,2025-08-04,4
401794,treatment,android,2025-08-04,5
401795,control,ios,2025-08-04,3
401796,treatment,ios,2025-08-04,6
401797,treatment,ios,2025-08-04,6
401798,treatment,ios,2025-08-04,12
401799,control,android,2025-08-04,5
401800,treatment,ios,2025-08-04,10
401801,control,android,2025-08-04,14
401802,control,ios,2025-08-04,6
401803,treatment,android,2025-08-04,9
401804,control,ios,2025-08-04,15
401805,control,android,2025-08-04,12
401806,treatment,android,2025-08-04,9
401807,treatment,android,2025-08-04,7
401808,control,android,2025-08-04,10
401809,control,ios,2025-08-04,14
401810,control,ios,2025-08-04,5
401811,treatment,android,2025-08-04,13
401812,control,android,2025-08-04,6
401813,control,android,2025-08-04,12
401814,treatment,ios,2025-08-04,5
401815,treatment,ios,2025-08-04,9
401816,treatment,android,2025-08-04,6
401817,control,ios,2025-08-04,8
401818,control,android,2025-08-04,0
401819,treatment,ios,2025-08-04,5
401820,control,android,2025-08-04,3
401821,control,android,2025-08-04,9
401822,control,android,2025-08-04,17
401823,control,android,2025-08-04,3
401824,control,android,2025-08-04,9
401825,treatment,android,2025-08-04,9
401826,treatment,android,2025-08-04,9
401827,treatment,ios,2025-08-04,7
401828,control,android,2025-08-04,12
401829,treatment,ios,2025-08-04,14
401830,treatment,ios,2025-08-04,6
401831,treatment,android,2025-08-04,8
401832,control,ios,2025-08-04,1
401833,control,android,2025-08-04,7
401834,treatment,android,2025-08-04,2
401835,treatment,ios,2025-08-04,14
401836,treatment,ios,2025-08-04,14
401837,control,ios,2025-08-04,14
401838,treatment,ios,2025-08-04,6
401839,control,android,2025-08-04,3
401840,treatment,ios,2025-08-04,2
401841,treatment,ios,2025-08-04,10
401842,treatment,ios,2025-08-04,7
401843,treatment,ios,2025-08-04,15
401844,control,android,2025-08-04,5
401845,treatment,ios,2025-08-04,6
401846,control,ios,2025-08-04,16
401847,treatment,ios,2025-08-05,10
401848,treatment,ios,2025-08-05,3
401849,control,android,2025-08-05,10
401850,control,ios,2025-08-05,10
401851,control,android,2025-08-05,9
401852,control,android,2025-08-05,10
401853,treatment,ios,2025-08-05,14
401854,treatment,android,2025-08-05,5
401855,control,ios,2025-08-05,7
401856,treatment,ios,2025-08-05,3
401857,treatment,ios,2025-08-05,4
401858,control,ios,2025-08-05,14
401859,control,ios,2025-08-05,15
401860,treatment,android,2025-08-05,4
401861,control,android,2025-08-05,2
401862,treatment,ios,2025-08-05,11
401863,control,ios,2025-08-05,3
401864,control,android,2025-08-05,8
401865,control,android,2025-08-05,13
401866,control,ios,2025-08-05,6
401867,control,android,2025-08-05,2
401868,control,android,2025-08-05,8
401869,treatment,ios,2025-08-05,6
401870,treatment,android,2025-08-05,7
401871,control,ios,2025-08-05,2
401872,treatment,ios,2025-08-05,4
401873,control,android,2025-08-05,12
401874,control,android,2025-08-05,6
401875,treatment,ios,2025-08-05,18
401876,treatment,ios,2025-08-05,9
401877,treatment,ios,2025-08-05,17
401878,control,android,2025-08-05,25
401879,control,ios,2025-08-05,8
401880,control,android,2025-08-05,13
401881,control,ios,2025-08-05,3
401882,control,android,2025-08-05,10
401883,control,ios,2025-08-05,6
401884,treatment,ios,2025-08-05,4
401885,control,ios,2025-08-05,5
401886,treatment,ios,2025-08-05,9
401887,control,android,2025-08-05,5
401888,treatment,ios,2025-08-05,7
401889,treatment,ios,2025-08-05,7
401890,control,android,2025-08-05,8
401891,control,ios,2025-08-05,13
401892,control,android,2025-08-05,3
401893,control,android,2025-08-05,13
401894,control,android,2025-08-05,2
401895,control,ios,2025-08-05,6
401896,control,ios,2025-08-05,13
401897,control,ios,2025-08-05,9
401898,treatment,android,2025-08-05,15
401899,treatment,ios,2025-08-05,12
401900,control,android,2025-08-05,3
401901,treatment,android,2025-08-05,8
401902,treatment,android,2025-08-05,6
401903,control,ios,2025-08-05,1
401904,treatment,android,2025-08-05,11
401905,control,ios,2025-08-05,0
401906,treatment,ios,2025-08-05,2
401907,control,android,2025-08-05,9
401908,control,android,2025-08-05,8
401909,treatment,ios,2025-08-05,2
401910,treatment,android,2025-08-05,6
401911,treatment,ios,2025-08-05,6
401912,control,android,2025-08-05,13
401913,treatment,ios,2025-08-05,10
401914,control,android,2025-08-05,13
401915,treatment,android,2025-08-05,7
401916,control,android,2025-08-05,18
401917,control,android,2025-08-05,4
401918,treatment,ios,2025-08-05,9
401919,control,ios,2025-08-05,5
401920,control,android,2025-08-05,7
401921,control,android,2025-08-05,12
401922,control,android,2025-08-05,2
401923,treatment,android,2025-08-05,4
401924,control,android,2025-08-05,5
401925,control,android,2025-08-05,2
401926,treatment,ios,2025-08-05,6
401927,control,android,2025-08-05,17
401928,treatment,ios,2025-08-05,8
401929,treatment,ios,2025-08-05,10
401930,control,android,2025-08-05,7
401931,control,android,2025-08-05,6
401932,control,android,2025-08-05,22
401933,treatment,android,2025-08-05,13
401934,treatment,ios,2025-08-05,4
401935,control,android,2025-08-05,7
401936,control,android,2025-08-05,4
401937,treatment,android,2025-08-05,1
401938,control,ios,2025-08-05,10
401939,control,android,2025-08-05,10
401940,treatment,android,2025-08-05,17
401941,control,ios,2025-08-05,5
401942,control,android,2025-08-05,3
401943,control,android,2025-08-05,12
401944,treatment,android,2025-08-05,7
401945,control,android,2025-08-05,5
401946,treatment,android,2025-08-05,0
401947,control,android,2025-08-05,2
401948,control,ios,2025-08-05,11
401949,control,ios,2025-08-05,10
401950,treatment,android,2025-08-05,20
401951,control,ios,2025-08-05,7
401952,treatment,ios,2025-08-05,4
401953,control,ios,2025-08-05,2
401954,treatment,ios,2025-08-05,2
401955,control,android,2025-08-05,6
401956,control,android,2025-08-05,3
401957,control,android,2025-08-05,3
401958,treatment,ios,2025-08-05,15
401959,control,android,2025-08-05,13
401960,treatment,android,2025-08-05,2
401961,control,ios,2025-08-05,2
401962,control,android,2025-08-05,10
401963,control,android,2025-08-05,17
401964,control,ios,2025-08-05,12
401965,treatment,ios,2025-08-05,12
401966,treatment,android,2025-08-05,17
401967,control,android,2025-08-05,15
401968,treatment,android,2025-08-05,11
401969,control,ios,2025-08-05,17
401970,control,android,2025-08-05,2
401971,control,android,2025-08-05,15
401972,control,ios,2025-08-05,6
401973,treatment,ios,2025-08-05,3
401974,control,ios,2025-08-05,1
401975,treatment,ios,2025-08-05,10
401976,treatment,ios,2025-08-05,7
401977,control,android,2025-08-05,2
401978,treatment,android,2025-08-05,6
401979,treatment,android,2025-08-05,3
401980,control,android,2025-08-05,2
401981,treatment,ios,2025-08-05,6
401982,control,android,2025-08-05,8
401983,control,android,2025-08-05,8
401984,control,android,2025-08-05,5
401985,treatment,ios,2025-08-05,10
401986,control,ios,2025-08-05,14
401987,treatment,android,2025-08-05,3
401988,treatment,ios,2025-08-05,5
401989,treatment,ios,2025-08-05,11
401990,treatment,ios,2025-08-05,22
401991,control,android,2025-08-05,25
401992,control,ios,2025-08-05,11
401993,treatment,ios,2025-08-05,2
401994,control,android,2025-08-05,4
401995,control,ios,2025-08-05,3
401996,treatment,ios,2025-08-05,2
401997,control,android,2025-08-05,25
401998,control,ios,2025-08-05,13
401999,treatment,ios,2025-08-05,5
402000,treatment,ios,2025-08-05,0
402001,treatment,android,2025-08-05,9
402002,control,android,2025-08-05,9
402003,treatment,android,2025-08-05,11
402004,control,android,2025-08-05,9
402005,control,ios,2025-08-05,4
402006,treatment,android,2025-08-05,11
402007,control,android,2025-08-05,5
402008,control,ios,2025-08-05,25
402009,control,ios,2025-08-05,10
402010,treatment,ios,2025-08-05,7
402011,treatment,android,2025-08-05,14
402012,treatment,android,2025-08-05,13
402013,control,android,2025-08-05,0
402014,control,android,2025-08-05,5
402015,treatment,ios,2025-08-05,19
402016,control,ios,2025-08-05,2
402017,treatment,android,2025-08-05,6
402018,control,ios,2025-08-05,13
402019,treatment,android,2025-08-05,2
402020,control,android,2025-08-05,1
402021,control,ios,2025-08-05,10
402022,treatment,android,2025-08-05,4
402023,control,ios,2025-08-05,5
402024,treatment,ios,2025-08-05,8
402025,treatment,ios,2025-08-05,8
402026,treatment,ios,2025-08-05,3
402027,treatment,android,2025-08-05,4
402028,treatment,ios,2025-08-05,13
402029,control,ios,2025-08-05,13
402030,treatment,android,2025-08-05,6
402031,control,ios,2025-08-05,9
402032,treatment,ios,2025-08-05,11
402033,control,android,2025-08-05,5
402034,control,ios,2025-08-05,11
402035,treatment,android,2025-08-05,8
402036,treatment,android,2025-08-05,21
402037,control,android,2025-08-05,17
402038,control,android,2025-08-05,1
402039,treatment,ios,2025-08-05,17
402040,control,android,2025-08-05,7
402041,control,android,2025-08-05,10
402042,treatment,android,2025-08-05,14
402043,control,ios,2025-08-05,8
402044,control,ios,2025-08-05,3
402045,control,ios,2025-08-05,2
402046,treatment,android,2025-08-05,18
402047,control,android,2025-08-05,2
402048,treatment,android,2025-08-05,11
402049,control,ios,2025-08-05,13
402050,control,ios,2025-08-05,6
402051,control,android,2025-08-05,18
402052,control,ios,2025-08-05,5
402053,treatment,android,2025-08-05,3
402054,control,ios,2025-08-05,4
402055,treatment,android,2025-08-05,8
402056,control,android,2025-08-05,14
402057,treatment,android,2025-08-05,0
402058,treatment,android,2025-08-05,11
402059,treatment,ios,2025-08-05,9
402060,treatment,ios,2025-08-05,0
402061,control,ios,2025-08-05,8
402062,treatment,ios,2025-08-05,9
402063,control,ios,2025-08-05,16
402064,control,ios,2025-08-05,3
402065,treatment,android,2025-08-05,9
402066,control,android,2025-08-05,6
402067,control,android,2025-08-05,10
402068,control,ios,2025-08-05,14
402069,treatment,android,2025-08-05,5
402070,control,android,2025-08-05,11
402071,treatment,ios,2025-08-05,7
402072,control,android,2025-08-05,1
402073,control,android,2025-08-05,1
402074,treatment,ios,2025-08-05,9
402075,control,ios,2025-08-05,3
402076,treatment,ios,2025-08-05,7
402077,treatment,android,2025-08-05,6
402078,control,android,2025-08-05,14
402079,control,android,2025-08-05,7
402080,control,ios,2025-08-05,3
402081,control,ios,2025-08-05,3
402082,treatment,android,2025-08-05,17
402083,treatment,android,2025-08-05,23
402084,control,ios,2025-08-05,14
402085,control,ios,2025-08-05,5
402086,treatment,android,2025-08-05,9
402087,control,android,2025-08-05,8
402088,treatment,android,2025-08-05,9
402089,control,android,2025-08-05,7
402090,treatment,android,2025-08-05,4
402091,treatment,ios,2025-08-05,7
402092,control,ios,2025-08-05,10
402093,control,android,2025-08-05,8
402094,treatment,android,2025-08-05,8
402095,control,ios,2025-08-05,8
402096,treatment,ios,2025-08-05,10
402097,treatment,ios,2025-08-05,30
402098,control,android,2025-08-05,10
402099,treatment,android,2025-08-05,6
402100,treatment,ios,2025-08-05,9
402101,control,android,2025-08-05,17
402102,treatment,android,2025-08-05,8
402103,control,android,2025-08-05,5
402104,treatment,ios,2025-08-05,1
402105,treatment,android,2025-08-05,7
402106,treatment,ios,2025-08-05,10
402107,control,ios,2025-08-05,14
402108,treatment,ios,2025-08-05,2
402109,treatment,android,2025-08-05,7
402110,control,android,2025-08-05,11
402111,treatment,ios,2025-08-05,7
402112,control,ios,2025-08-05,13
402113,control,ios,2025-08-05,6
402114,control,android,2025-08-05,20
