user_id,variant,country_tier,pre_period_sessions,exposure_date,active_days_30
517634,treatment,tier_1,5,2025-08-19,13
517635,control,tier_2,10,2025-08-19,15
517636,treatment,tier_2,11,2025-08-19,8
517637,holdout,tier_1,11,2025-08-19,13
517638,treatment,tier_2,14,2025-08-19,18
517639,treatment,tier_2,16,2025-08-19,19
517640,treatment,tier_3,12,2025-08-19,18
517641,treatment,tier_2,4,2025-08-19,16
517642,treatment,tier_1,12,2025-08-19,13
517643,control,tier_3,8,2025-08-19,4
517644,control,tier_3,15,2025-08-19,9
517645,control,tier_2,2,2025-08-19,2
517646,treatment,tier_3,8,2025-08-19,22
517647,control,tier_2,9,2025-08-19,25
517648,control,tier_3,4,2025-08-19,7
517649,control,tier_3,5,2025-08-19,9
517650,holdout,tier_1,2,2025-08-19,9
517651,control,tier_1,4,2025-08-19,10
517652,control,tier_2,6,2025-08-19,14
517653,holdout,tier_2,11,2025-08-19,8
517654,holdout,tier_3,9,2025-08-19,17
517655,treatment,tier_2,9,2025-08-19,16
517656,control,tier_2,8,2025-08-19,10
517657,control,tier_3,10,2025-08-19,13
517658,treatment,tier_1,28,2025-08-19,22
517659,control,tier_3,2,2025-08-19,8
517660,control,tier_1,6,2025-08-19,6
517661,control,tier_1,7,2025-08-19,6
517662,control,tier_3,11,2025-08-19,9
517663,control,tier_3,15,2025-08-19,14
517664,control,tier_3,20,2025-08-19,22
517665,control,tier_3,8,2025-08-19,19
517666,control,tier_2,5,2025-08-19,6
517667,treatment,tier_1,6,2025-08-19,14
517668,treatment,tier_1,14,2025-08-19,17
517669,control,tier_2,13,2025-08-19,14
517670,control,tier_1,22,2025-08-19,18
517671,treatment,tier_1,18,2025-08-19,16
517672,control,tier_1,14,2025-08-19,13
517673,control,tier_1,9,2025-08-19,9
517674,treatment,tier_3,12,2025-08-19,17
517675,control,tier_2,12,2025-08-19,17
517676,treatment,tier_3,8,2025-08-19,15
517677,treatment,tier_1,6,2025-08-19,10
517678,control,tier_1,20,2025-08-19,13
517679,control,tier_2,6,2025-08-19,7
517680,treatment,tier_1,8,2025-08-19,17
517681,control,tier_1,13,2025-08-19,12
517682,control,tier_3,11,2025-08-19,13
517683,treatment,tier_2,8,2025-08-19,11
517684,control,tier_1,9,2025-08-19,10
517685,control,tier_2,14,2025-08-19,19
517686,control,tier_2,11,2025-08-19,15
517687,control,tier_2,11,2025-08-19,9
517688,treatment,tier_1,17,2025-08-19,27
517689,holdout,tier_3,2,2025-08-19,14
517690,treatment,tier_3,15,2025-08-19,16
517691,treatment,tier_3,4,2025-08-19,9
517692,treatment,tier_1,14,2025-08-19,14
517693,holdout,tier_2,10,2025-08-19,21
517694,control,tier_1,10,2025-08-19,15
517695,holdout,tier_1,20,2025-08-19,24
517696,treatment,tier_2,7,2025-08-19,13
517697,control,tier_1,8,2025-08-19,11
517698,holdout,tier_1,14,2025-08-19,6
517699,control,tier_2,11,2025-08-19,15
517700,control,tier_1,4,2025-08-19,7
517701,control,tier_1,4,2025-08-19,8
517702,holdout,tier_1,9,2025-08-19,14
517703,treatment,tier_2,10,2025-08-19,16
517704,holdout,tier_2,4,2025-08-19,9
517705,treatment,tier_1,4,2025-08-19,18
517706,control,tier_1,2,2025-08-19,5
517707,treatment,tier_2,4,2025-08-19,13
517708,treatment,tier_3,16,2025-08-19,18
517709,treatment,tier_2,8,2025-08-19,15
517710,treatment,tier_2,4,2025-08-19,18
517711,treatment,tier_2,7,2025-08-19,9
517712,treatment,tier_1,17,2025-08-19,18
517713,control,tier_1,10,2025-08-19,16
517714,treatment,tier_2,1,2025-08-19,2
517715,treatment,tier_1,14,2025-08-19,18
517716,treatment,tier_1,26,2025-08-19,17
517717,treatment,tier_2,2,2025-08-19,22
517718,treatment,tier_2,2,2025-08-19,9
517719,control,tier_2,6,2025-08-19,8
517720,treatment,tier_1,6,2025-08-19,11
517721,control,tier_2,19,2025-08-19,8
517722,control,tier_3,10,2025-08-19,21
517723,control,tier_1,9,2025-08-19,15
517724,treatment,tier_1,11,2025-08-19,23
517725,treatment,tier_2,9,2025-08-19,12
517726,treatment,tier_2,11,2025-08-19,16
517727,control,tier_2,2,2025-08-19,11
517728,treatment,tier_1,6,2025-08-19,16
517729,control,tier_3,3,2025-08-19,11
517730,treatment,tier_1,8,2025-08-19,9
517731,treatment,tier_1,10,2025-08-19,7
517732,treatment,tier_2,14,2025-08-19,16
517733,holdout,tier_3,2,2025-08-19,7
517734,treatment,tier_2,19,2025-08-19,30
517735,holdout,tier_1,10,2025-08-19,15
517736,treatment,tier_1,4,2025-08-19,14
517737,treatment,tier_1,14,2025-08-19,9
517738,control,tier_2,5,2025-08-19,11
517739,treatment,tier_3,8,2025-08-19,9
517740,control,tier_2,12,2025-08-19,12
517741,treatment,tier_3,2,2025-08-19,11
517742,treatment,tier_2,10,2025-08-19,16
517743,treatment,tier_3,15,2025-08-19,19
517744,control,tier_2,4,2025-08-19,11
517745,treatment,tier_1,9,2025-08-19,15
517746,control,tier_1,10,2025-08-19,14
517747,treatment,tier_1,6,2025-08-19,14
517748,treatment,tier_2,4,2025-08-19,11
517749,holdout,tier_3,24,2025-08-19,18
517750,control,tier_2,13,2025-08-19,12
517751,treatment,tier_1,3,2025-08-19,10
517752,control,tier_1,10,2025-08-19,12
517753,treatment,tier_3,10,2025-08-19,19
517754,treatment,tier_1,21,2025-08-19,21
517755,treatment,tier_1,1,2025-08-19,7
517756,treatment,tier_1,14,2025-08-19,16
517757,control,tier_2,19,2025-08-19,13
517758,treatment,tier_2,13,2025-08-19,17
517759,holdout,tier_2,10,2025-08-19,10
517760,holdout,tier_2,17,2025-08-19,5
517761,treatment,tier_1,3,2025-08-19,10
517762,control,tier_3,1,2025-08-19,14
517763,control,tier_3,13,2025-08-19,14
517764,control,tier_1,7,2025-08-19,14
517765,treatment,tier_1,16,2025-08-19,13
517766,control,tier_2,18,2025-08-19,10
517767,treatment,tier_3,2,2025-08-19,15
517768,control,tier_2,7,2025-08-19,10
517769,treatment,tier_2,8,2025-08-19,18
517770,treatment,tier_2,16,2025-08-19,14
517771,control,tier_1,4,2025-08-19,8
517772,treatment,tier_2,9,2025-08-19,14
517773,treatment,tier_2,5,2025-08-19,12
517774,treatment,tier_3,11,2025-08-19,16
517775,control,tier_3,5,2025-08-19,1
517776,control,tier_2,24,2025-08-19,15
517777,control,tier_1,5,2025-08-19,10
517778,treatment,tier_1,7,2025-08-19,15
517779,control,tier_3,10,2025-08-19,14
517780,treatment,tier_1,7,2025-08-19,11
517781,treatment,tier_1,13,2025-08-19,18
517782,treatment,tier_3,9,2025-08-19,12
517783,treatment,tier_2,9,2025-08-19,15
517784,holdout,tier_1,14,2025-08-19,8
517785,control,tier_2,14,2025-08-19,12
517786,holdout,tier_1,7,2025-08-19,10
517787,control,tier_1,9,2025-08-19,10
517788,treatment,tier_3,19,2025-08-19,25
517789,control,tier_3,8,2025-08-19,17
517790,control,tier_2,9,2025-08-19,17
517791,control,tier_2,6,2025-08-19,3
517792,control,tier_1,20,2025-08-19,20
517793,treatment,tier_1,15,2025-08-19,14
517794,treatment,tier_2,9,2025-08-19,7
517795,control,tier_1,7,2025-08-19,15
517796,treatment,tier_1,12,2025-08-19,6
517797,holdout,tier_3,3,2025-08-19,4
517798,treatment,tier_1,3,2025-08-19,16
517799,treatment,tier_1,6,2025-08-19,12
517800,control,tier_2,10,2025-08-19,12
517801,control,tier_3,13,2025-08-19,10
517802,control,tier_3,10,2025-08-19,13
517803,control,tier_2,17,2025-08-19,24
517804,control,tier_1,18,2025-08-19,7
517805,treatment,tier_3,13,2025-08-19,14
517806,control,tier_1,12,2025-08-19,14
517807,treatment,tier_3,5,2025-08-19,9
517808,treatment,tier_2,10,2025-08-19,16
517809,treatment,tier_1,27,2025-08-19,20
517810,treatment,tier_1,8,2025-08-19,12
517811,treatment,tier_3,4,2025-08-19,17
517812,control,tier_2,13,2025-08-19,12
517813,control,tier_1,6,2025-08-19,3
517814,control,tier_1,7,2025-08-19,13
517815,holdout,tier_1,12,2025-08-19,15
517816,control,tier_3,6,2025-08-19,5
517817,treatment,tier_2,13,2025-08-19,11
517818,control,tier_1,10,2025-08-19,15
517819,control,tier_3,8,2025-08-19,5
517820,treatment,tier_1,6,2025-08-19,8
517821,control,tier_2,6,2025-08-19,10
517822,holdout,tier_3,3,2025-08-19,8
517823,holdout,tier_1,6,2025-08-19,16
517824,control,tier_1,3,2025-08-19,7
517825,control,tier_3,7,2025-08-19,12
517826,treatment,tier_1,6,2025-08-19,11
517827,treatment,tier_2,9,2025-08-19,7
517828,control,tier_1,6,2025-08-19,11
517829,treatment,tier_2,8,2025-08-19,10
517830,treatment,tier_1,15,2025-08-19,13
517831,treatment,tier_3,11,2025-08-19,17
517832,control,tier_3,11,2025-08-19,12
517833,treatment,tier_2,7,2025-08-19,12
517834,control,tier_1,2,2025-08-19,4
517835,control,tier_3,10,2025-08-19,22
517836,treatment,tier_3,6,2025-08-19,7
517837,treatment,tier_3,11,2025-08-19,19
517838,control,tier_2,2,2025-08-19,5
517839,holdout,tier_2,9,2025-08-19,14
517840,control,tier_1,9,2025-08-19,8
517841,treatment,tier_2,3,2025-08-19,6
517842,treatment,tier_1,5,2025-08-19,10
517843,control,tier_3,6,2025-08-19,6
517844,treatment,tier_2,18,2025-08-19,18
517845,treatment,tier_3,8,2025-08-19,5
517846,holdout,tier_3,7,2025-08-19,3
517847,control,tier_1,10,2025-08-19,5
517848,treatment,tier_3,4,2025-08-19,11
517849,control,tier_1,10,2025-08-19,4
517850,treatment,tier_1,4,2025-08-19,19
517851,treatment,tier_2,13,2025-08-19,22
517852,treatment,tier_2,7,2025-08-19,9
517853,treatment,tier_1,8,2025-08-19,10
517854,control,tier_1,15,2025-08-19,12
517855,control,tier_3,14,2025-08-19,8
517856,holdout,tier_1,8,2025-08-19,13
517857,holdout,tier_1,12,2025-08-19,17
517858,control,tier_2,11,2025-08-19,12
517859,control,tier_1,16,2025-08-19,19
517860,treatment,tier_2,15,2025-08-19,19
517861,control,tier_2,8,2025-08-19,9
517862,control,tier_2,5,2025-08-19,7
517863,holdout,tier_2,14,2025-08-19,23
517864,treatment,tier_1,10,2025-08-19,20
517865,treatment,tier_1,13,2025-08-19,7
517866,holdout,tier_3,12,2025-08-19,15
517867,control,tier_1,12,2025-08-19,14
517868,treatment,tier_3,4,2025-08-19,14
517869,control,tier_2,9,2025-08-19,10
517870,holdout,tier_1,9,2025-08-19,16
517871,control,tier_1,10,2025-08-19,16
517872,treatment,tier_3,8,2025-08-19,20
517873,control,tier_1,14,2025-08-19,7
517874,control,tier_3,9,2025-08-19,11
517875,treatment,tier_1,5,2025-08-19,12
517876,holdout,tier_1,6,2025-08-19,10
517877,treatment,tier_3,6,2025-08-19,9
517878,control,tier_2,4,2025-08-19,12
517879,control,tier_1,12,2025-08-19,9
517880,control,tier_3,22,2025-08-19,23
517881,treatment,tier_1,10,2025-08-19,18
517882,treatment,tier_3,10,2025-08-19,17
517883,control,tier_2,11,2025-08-19,7
517884,control,tier_1,16,2025-08-19,20
517885,treatment,tier_2,7,2025-08-19,11
517886,control,tier_3,6,2025-08-19,17
517887,treatment,tier_2,7,2025-08-19,16
517888,treatment,tier_1,18,2025-08-19,20
517889,control,tier_3,12,2025-08-19,10
517890,treatment,tier_2,11,2025-08-19,17
517891,treatment,tier_2,16,2025-08-19,23
517892,control,tier_2,14,2025-08-19,18
517893,holdout,tier_2,9,2025-08-19,7
517894,treatment,tier_3,4,2025-08-19,15
517895,control,tier_1,14,2025-08-19,11
517896,treatment,tier_2,4,2025-08-19,15
517897,control,tier_2,12,2025-08-19,6
517898,control,tier_3,5,2025-08-19,6
517899,treatment,tier_1,28,2025-08-19,21
517900,treatment,tier_1,11,2025-08-19,19
517901,treatment,tier_2,11,2025-08-19,12
517902,treatment,tier_1,5,2025-08-19,15
517903,control,tier_1,12,2025-08-19,3
517904,control,tier_1,10,2025-08-19,13
517905,treatment,tier_2,19,2025-08-19,18
517906,control,tier_2,16,2025-08-19,11
517907,treatment,tier_1,15,2025-08-19,18
517908,treatment,tier_1,5,2025-08-19,12
517909,control,tier_1,3,2025-08-19,9
517910,control,tier_1,9,2025-08-19,14
517911,treatment,tier_3,12,2025-08-19,20
517912,control,tier_1,11,2025-08-19,16
517913,control,tier_1,12,2025-08-19,15
517914,control,tier_2,13,2025-08-19,10
517915,treatment,tier_1,16,2025-08-19,19
517916,treatment,tier_1,7,2025-08-19,5
517917,control,tier_1,13,2025-08-19,14
517918,treatment,tier_2,3,2025-08-19,10
517919,treatment,tier_1,7,2025-08-19,19
517920,control,tier_1,10,2025-08-19,8
517921,treatment,tier_2,7,2025-08-19,24
517922,control,tier_1,14,2025-08-19,13
517923,control,tier_1,9,2025-08-19,10
517924,treatment,tier_1,5,2025-08-19,17
517925,control,tier_1,13,2025-08-19,14
517926,control,tier_1,14,2025-08-19,4
517927,control,tier_3,5,2025-08-19,10
517928,treatment,tier_2,12,2025-08-19,17
517929,holdout,tier_1,9,2025-08-19,8
517930,treatment,tier_1,15,2025-08-19,10
517931,treatment,tier_1,10,2025-08-19,20
517932,control,tier_2,6,2025-08-19,16
517933,control,tier_2,14,2025-08-19,16
517934,control,tier_2,4,2025-08-19,11
517935,control,tier_2,9,2025-08-19,3
517936,treatment,tier_2,1,2025-08-19,12
517937,treatment,tier_1,9,2025-08-19,14
517938,control,tier_3,18,2025-08-19,19
517939,treatment,tier_1,1,2025-08-19,13
517940,control,tier_1,10,2025-08-19,8
517941,treatment,tier_1,11,2025-08-19,15
517942,holdout,tier_2,12,2025-08-19,12
517943,treatment,tier_1,17,2025-08-19,15
517944,treatment,tier_2,1,2025-08-19,10
517945,control,tier_2,14,2025-08-19,16
517946,control,tier_2,8,2025-08-19,10
517947,control,tier_2,12,2025-08-19,6
517948,control,tier_2,7,2025-08-19,8
517949,treatment,tier_1,5,2025-08-19,19
517950,control,tier_3,8,2025-08-19,6
517951,treatment,tier_2,22,2025-08-19,30
517952,control,tier_1,5,2025-08-19,6
517953,holdout,tier_1,12,2025-08-19,7
517954,control,tier_2,16,2025-08-19,17
517955,control,tier_1,7,2025-08-19,4
517956,treatment,tier_2,10,2025-08-19,10
517957,control,tier_2,9,2025-08-19,10
517958,holdout,tier_1,11,2025-08-19,18
517959,treatment,tier_1,6,2025-08-19,15
517960,control,tier_1,19,2025-08-19,14
517961,holdout,tier_2,12,2025-08-19,10
517962,control,tier_1,5,2025-08-19,9
517963,control,tier_3,7,2025-08-19,7
517964,control,tier_2,5,2025-08-19,9
517965,control,tier_2,9,2025-08-19,11
517966,control,tier_1,10,2025-08-19,14
517967,control,tier_1,12,2025-08-19,6
517968,control,tier_1,11,2025-08-19,11
517969,treatment,tier_2,6,2025-08-19,13
517970,treatment,tier_2,12,2025-08-19,12
517971,treatment,tier_1,20,2025-08-19,22
517972,treatment,tier_1,2,2025-08-19,3
517973,control,tier_3,9,2025-08-19,10
517974,holdout,tier_3,7,2025-08-19,11
517975,treatment,tier_3,12,2025-08-19,12
517976,control,tier_2,6,2025-08-19,5
517977,control,tier_1,9,2025-08-19,10
517978,treatment,tier_1,6,2025-08-19,19
517979,control,tier_1,7,2025-08-19,11
517980,control,tier_3,13,2025-08-19,6
517981,control,tier_2,26,2025-08-19,17
517982,control,tier_1,14,2025-08-19,19
517983,treatment,tier_2,8,2025-08-19,9
517984,treatment,tier_2,6,2025-08-19,15
517985,control,tier_1,18,2025-08-19,12
517986,control,tier_2,5,2025-08-19,13
517987,treatment,tier_3,6,2025-08-19,17
517988,treatment,tier_2,7,2025-08-19,11
517989,treatment,tier_2,11,2025-08-19,12
517990,control,tier_3,3,2025-08-19,13
517991,control,tier_3,21,2025-08-19,15
517992,control,tier_1,11,2025-08-19,12
517993,treatment,tier_2,15,2025-08-19,17
517994,treatment,tier_1,6,2025-08-19,15
517995,holdout,tier_2,5,2025-08-19,14
517996,control,tier_1,8,2025-08-19,16
517997,control,tier_1,17,2025-08-19,14
517998,holdout,tier_2,7,2025-08-19,16
517999,treatment,tier_3,5,2025-08-19,9
518000,control,tier_2,13,2025-08-19,12
518001,treatment,tier_1,17,2025-08-19,16
518002,control,tier_2,14,2025-08-19,11
518003,treatment,tier_2,12,2025-08-19,18
518004,holdout,tier_3,4,2025-08-19,18
518005,control,tier_2,6,2025-08-19,9
518006,control,tier_2,10,2025-08-19,4
518007,holdout,tier_1,8,2025-08-19,15
518008,control,tier_1,5,2025-08-19,10
518009,treatment,tier_1,5,2025-08-19,5
518010,treatment,tier_3,16,2025-08-19,20
518011,treatment,tier_2,13,2025-08-19,19
518012,holdout,tier_3,6,2025-08-19,9
518013,control,tier_3,23,2025-08-19,17
518014,treatment,tier_3,8,2025-08-19,17
518015,control,tier_1,6,2025-08-19,12
518016,treatment,tier_2,15,2025-08-19,17
518017,treatment,tier_1,8,2025-08-19,11
518018,treatment,tier_3,8,2025-08-19,13
518019,treatment,tier_1,3,2025-08-19,8
518020,treatment,tier_1,8,2025-08-19,15
518021,treatment,tier_1,7,2025-08-19,14
518022,control,tier_2,11,2025-08-19,6
518023,control,tier_1,22,2025-08-19,16
518024,control,tier_1,11,2025-08-19,11
518025,control,tier_2,4,2025-08-19,18
518026,treatment,tier_2,19,2025-08-19,19
518027,control,tier_2,10,2025-08-19,8
518028,treatment,tier_1,7,2025-08-19,12
518029,holdout,tier_3,12,2025-08-19,19
518030,control,tier_3,5,2025-08-19,5
518031,control,tier_1,13,2025-08-19,7
518032,treatment,tier_3,11,2025-08-19,8
518033,control,tier_1,11,2025-08-19,14
518034,control,tier_2,15,2025-08-19,12
518035,treatment,tier_2,6,2025-08-19,21
518036,treatment,tier_3,5,2025-08-19,7
518037,treatment,tier_3,12,2025-08-19,19
518038,treatment,tier_3,16,2025-08-19,13
518039,treatment,tier_2,13,2025-08-19,24
518040,holdout,tier_1,14,2025-08-19,12
518041,control,tier_1,16,2025-08-19,22
518042,treatment,tier_1,12,2025-08-19,17
518043,control,tier_2,8,2025-08-19,6
518044,treatment,tier_2,3,2025-08-19,10
518045,treatment,tier_1,5,2025-08-19,17
518046,control,tier_2,14,2025-08-19,17
518047,treatment,tier_1,9,2025-08-19,14
518048,treatment,tier_3,5,2025-08-19,11
518049,treatment,tier_2,13,2025-08-19,14
518050,control,tier_1,7,2025-08-19,16
518051,control,tier_2,13,2025-08-19,8
518052,control,tier_1,7,2025-08-19,9
518053,treatment,tier_2,14,2025-08-19,11
518054,treatment,tier_3,9,2025-08-19,21
518055,control,tier_1,0,2025-08-19,7
518056,treatment,tier_3,11,2025-08-19,12
518057,treatment,tier_1,3,2025-08-19,16
518058,treatment,tier_3,13,2025-08-19,21
518059,holdout,tier_3,6,2025-08-19,14
518060,treatment,tier_2,9,2025-08-19,10
518061,treatment,tier_1,13,2025-08-19,16
518062,holdout,tier_3,10,2025-08-19,15
518063,control,tier_1,4,2025-08-19,9
518064,treatment,tier_3,7,2025-08-19,18
518065,treatment,tier_1,9,2025-08-19,14
518066,control,tier_2,12,2025-08-19,18
518067,control,tier_2,19,2025-08-19,14
518068,holdout,tier_1,8,2025-08-19,20
518069,control,tier_2,7,2025-08-19,7
518070,treatment,tier_1,16,2025-08-19,22
518071,control,tier_1,11,2025-08-19,14
518072,treatment,tier_1,10,2025-08-19,20
518073,control,tier_1,8,2025-08-19,8
518074,holdout,tier_1,15,2025-08-19,15
518075,control,tier_3,8,2025-08-19,8
518076,control,tier_1,14,2025-08-19,15
518077,holdout,tier_1,14,2025-08-19,15
518078,control,tier_3,3,2025-08-19,13
518079,treatment,tier_3,8,2025-08-19,19
518080,control,tier_2,11,2025-08-19,10
518081,control,tier_3,8,2025-08-19,8
518082,control,tier_1,5,2025-08-19,7
518083,control,tier_2,9,2025-08-19,8
518084,control,tier_2,16,2025-08-19,20
518085,treatment,tier_1,7,2025-08-19,16
518086,control,tier_3,12,2025-08-19,13
518087,control,tier_1,6,2025-08-19,11
518088,treatment,tier_2,14,2025-08-19,15
518089,treatment,tier_2,18,2025-08-19,21
518090,control,tier_2,11,2025-08-19,11
518091,control,tier_1,14,2025-08-19,8
518092,control,tier_1,8,2025-08-19,11
518093,treatment,tier_1,13,2025-08-19,12
518094,control,tier_3,13,2025-08-19,19
518095,treatment,tier_2,14,2025-08-19,10
518096,control,tier_2,14,2025-08-19,5
518097,treatment,tier_2,7,2025-08-19,13
518098,treatment,tier_3,5,2025-08-19,10
518099,treatment,tier_2,4,2025-08-19,8
518100,treatment,tier_3,8,2025-08-19,10
518101,control,tier_1,18,2025-08-19,9
518102,control,tier_1,4,2025-08-19,10
518103,control,tier_2,10,2025-08-19,14
518104,treatment,tier_2,10,2025-08-19,15
518105,treatment,tier_2,14,2025-08-19,21
518106,control,tier_1,22,2025-08-19,19
518107,treatment,tier_3,10,2025-08-19,18
518108,control,tier_1,12,2025-08-19,17
518109,treatment,tier_2,9,2025-08-19,15
518110,treatment,tier_3,14,2025-08-19,13
518111,treatment,tier_2,19,2025-08-19,15
518112,control,tier_3,10,2025-08-19,6
518113,control,tier_1,5,2025-08-19,0
518114,control,tier_1,14,2025-08-19,12
518115,treatment,tier_2,8,2025-08-19,8
518116,treatment,tier_3,4,2025-08-19,15
518117,control,tier_2,5,2025-08-19,9
518118,treatment,tier_1,12,2025-08-19,20
518119,control,tier_1,8,2025-08-19,14
518120,treatment,tier_1,6,2025-08-19,17
518121,control,tier_2,12,2025-08-19,5
518122,treatment,tier_2,14,2025-08-19,17
518123,treatment,tier_3,0,2025-08-19,15
518124,treatment,tier_1,5,2025-08-19,11
518125,control,tier_1,22,2025-08-19,12
518126,treatment,tier_1,10,2025-08-19,13
518127,treatment,tier_1,7,2025-08-19,15
518128,treatment,tier_1,12,2025-08-19,13
518129,control,tier_3,4,2025-08-19,11
518130,control,tier_1,12,2025-08-19,15
518131,control,tier_1,14,2025-08-19,20
518132,holdout,tier_1,7,2025-08-19,5
518133,control,tier_1,7,2025-08-19,8
518134,control,tier_1,3,2025-08-19,12
518135,control,tier_3,12,2025-08-19,18
518136,treatment,tier_2,5,2025-08-19,15
518137,holdout,tier_1,9,2025-08-19,12
518138,control,tier_2,4,2025-08-19,11
518139,control,tier_2,9,2025-08-19,13
518140,treatment,tier_2,5,2025-08-19,14
518141,treatment,tier_2,10,2025-08-19,14
518142,treatment,tier_3,18,2025-08-19,12
518143,treatment,tier_1,9,2025-08-19,15
518144,holdout,tier_1,11,2025-08-19,15
518145,control,tier_1,6,2025-08-19,6
518146,control,tier_2,6,2025-08-19,14
518147,treatment,tier_2,4,2025-08-19,19
518148,holdout,tier_1,6,2025-08-19,14
518149,treatment,tier_1,8,2025-08-19,14
518150,control,tier_3,3,2025-08-19,8
518151,holdout,tier_1,8,2025-08-19,7
518152,treatment,tier_2,12,2025-08-19,5
518153,treatment,tier_2,10,2025-08-19,15
518154,treatment,tier_3,12,2025-08-19,14
518155,treatment,tier_2,6,2025-08-19,16
518156,control,tier_1,8,2025-08-19,9
518157,control,tier_1,6,2025-08-19,11
518158,treatment,tier_3,17,2025-08-19,14
518159,treatment,tier_1,7,2025-08-19,14
518160,treatment,tier_2,7,2025-08-19,15
518161,control,tier_3,9,2025-08-19,13
518162,treatment,tier_2,10,2025-08-19,20
518163,treatment,tier_2,9,2025-08-19,19
518164,holdout,tier_1,20,2025-08-19,13
518165,treatment,tier_2,6,2025-08-19,15
518166,treatment,tier_3,18,2025-08-19,14
518167,control,tier_1,10,2025-08-19,10
518168,control,tier_2,7,2025-08-19,3
518169,control,tier_1,7,2025-08-19,7
518170,treatment,tier_1,14,2025-08-19,12
518171,control,tier_1,5,2025-08-19,5
518172,treatment,tier_2,11,2025-08-19,3
518173,control,tier_3,17,2025-08-19,17
518174,treatment,tier_2,6,2025-08-19,13
518175,treatment,tier_1,11,2025-08-19,14
518176,treatment,tier_2,7,2025-08-19,12
518177,treatment,tier_1,7,2025-08-19,12
518178,treatment,tier_2,15,2025-08-19,25
518179,holdout,tier_1,14,2025-08-19,9
518180,control,tier_2,9,2025-08-19,9
518181,treatment,tier_1,14,2025-08-19,13
518182,treatment,tier_2,11,2025-08-19,16
518183,control,tier_1,6,2025-08-19,9
518184,treatment,tier_3,9,2025-08-19,11
518185,control,tier_2,8,2025-08-19,18
518186,treatment,tier_2,7,2025-08-19,3
518187,control,tier_3,7,2025-08-19,16
518188,holdout,tier_2,13,2025-08-19,22
518189,treatment,tier_3,11,2025-08-19,22
518190,control,tier_3,7,2025-08-19,4
518191,treatment,tier_1,5,2025-08-19,7
518192,treatment,tier_3,8,2025-08-19,18
518193,control,tier_3,4,2025-08-19,8
518194,treatment,tier_2,7,2025-08-19,16
518195,treatment,tier_1,7,2025-08-19,10
518196,treatment,tier_1,21,2025-08-19,17
518197,control,tier_3,10,2025-08-19,10
518198,control,tier_1,18,2025-08-19,15
518199,control,tier_1,4,2025-08-19,17
518200,control,tier_2,6,2025-08-19,7
518201,treatment,tier_2,15,2025-08-19,19
518202,holdout,tier_3,4,2025-08-19,11
518203,holdout,tier_1,8,2025-08-19,9
518204,treatment,tier_1,3,2025-08-19,9
518205,treatment,tier_1,10,2025-08-19,10
518206,control,tier_2,8,2025-08-19,10
518207,holdout,tier_2,11,2025-08-19,10
518208,treatment,tier_1,9,2025-08-19,13
518209,treatment,tier_2,6,2025-08-19,10
518210,treatment,tier_1,11,2025-08-19,13
518211,control,tier_2,12,2025-08-19,15
518212,treatment,tier_1,17,2025-08-19,19
518213,control,tier_2,11,2025-08-19,15
518214,control,tier_3,6,2025-08-19,14
518215,control,tier_3,10,2025-08-19,9
518216,treatment,tier_2,25,2025-08-19,16
518217,treatment,tier_1,8,2025-08-19,14
518218,treatment,tier_1,4,2025-08-19,0
518219,control,tier_2,4,2025-08-19,20
518220,treatment,tier_3,13,2025-08-19,19
518221,control,tier_1,8,2025-08-19,17
518222,treatment,tier_1,7,2025-08-19,6
518223,control,tier_1,1,2025-08-19,8
518224,treatment,tier_1,3,2025-08-19,15
518225,treatment,tier_3,14,2025-08-19,14
518226,treatment,tier_3,5,2025-08-19,16
518227,holdout,tier_2,9,2025-08-19,8
518228,treatment,tier_1,11,2025-08-19,16
518229,control,tier_3,14,2025-08-19,12
518230,control,tier_2,11,2025-08-19,1
518231,treatment,tier_2,6,2025-08-19,14
518232,treatment,tier_3,17,2025-08-19,16
518233,control,tier_1,11,2025-08-19,14
518234,treatment,tier_2,11,2025-08-19,17
518235,treatment,tier_2,11,2025-08-19,11
518236,control,tier_2,11,2025-08-19,9
518237,control,tier_1,12,2025-08-19,15
518238,control,tier_3,22,2025-08-19,22
518239,holdout,tier_2,13,2025-08-19,21
518240,control,tier_1,17,2025-08-19,17
518241,treatment,tier_3,10,2025-08-19,18
518242,holdout,tier_1,16,2025-08-19,12
518243,treatment,tier_2,5,2025-08-19,10
518244,control,tier_3,4,2025-08-19,22
518245,treatment,tier_1,6,2025-08-19,12
518246,control,tier_3,1,2025-08-19,18
518247,treatment,tier_2,10,2025-08-19,19
518248,treatment,tier_2,2,2025-08-19,16
518249,treatment,tier_1,5,2025-08-19,16
518250,control,tier_1,2,2025-08-19,11
518251,control,tier_1,14,2025-08-19,14
518252,control,tier_3,12,2025-08-19,15
518253,treatment,tier_3,3,2025-08-19,15
518254,control,tier_1,5,2025-08-19,12
518255,holdout,tier_2,11,2025-08-19,13
518256,control,tier_3,14,2025-08-19,17
518257,treatment,tier_3,5,2025-08-19,9
518258,holdout,tier_3,1,2025-08-19,21
518259,control,tier_2,17,2025-08-19,15
518260,control,tier_3,2,2025-08-19,16
518261,holdout,tier_3,8,2025-08-19,15
518262,treatment,tier_2,5,2025-08-19,7
518263,control,tier_3,9,2025-08-19,2
518264,control,tier_1,3,2025-08-19,16
