user_id,variant,country_tier,exposure_date,d1_activated,d7_retained,d30_retained
308264,treatment,tier_1,2025-07-03,1,0,0
308265,control,tier_3,2025-07-03,1,1,0
308266,treatment,tier_3,2025-07-03,1,1,0
308267,treatment,tier_2,2025-07-03,1,1,0
308268,treatment,tier_3,2025-07-03,1,1,1
308269,control,tier_1,2025-07-03,1,1,0
308270,control,tier_3,2025-07-03,1,0,0
308271,treatment,tier_3,2025-07-03,1,1,0
308272,control,tier_2,2025-07-03,1,0,0
308273,control,tier_3,2025-07-03,0,0,0
308274,treatment,tier_3,2025-07-03,1,0,0
308275,control,tier_2,2025-07-03,0,0,0
308276,control,tier_2,2025-07-03,1,0,0
308277,control,tier_3,2025-07-03,0,0,0
308278,control,tier_2,2025-07-03,1,1,0
308279,treatment,tier_1,2025-07-03,0,0,0
308280,control,tier_1,2025-07-03,0,0,0
308281,control,tier_1,2025-07-03,0,0,0
308282,control,tier_3,2025-07-03,1,1,1
308283,control,tier_2,2025-07-03,1,1,1
308284,control,tier_2,2025-07-03,0,0,0
308285,control,tier_3,2025-07-03,1,1,1
308286,treatment,tier_2,2025-07-03,0,0,0
308287,control,tier_3,2025-07-03,1,1,0
308288,treatment,tier_2,2025-07-03,0,0,0
308289,control,tier_3,2025-07-03,0,0,0
308290,control,tier_2,2025-07-03,0,0,0
308291,treatment,tier_1,2025-07-03,1,0,0
308292,control,tier_1,2025-07-03,1,1,1
308293,treatment,tier_2,2025-07-03,1,0,0
308294,treatment,tier_1,2025-07-03,0,0,0
308295,treatment,tier_1,2025-07-03,0,0,0
308296,control,tier_1,2025-07-03,0,0,0
308297,treatment,tier_2,2025-07-03,0,0,0
308298,treatment,tier_2,2025-07-03,0,0,0
308299,treatment,tier_2,2025-07-03,1,1,1
308300,control,tier_3,2025-07-03,0,0,0
308301,treatment,tier_3,2025-07-03,1,1,0
308302,control,tier_2,2025-07-03,0,0,0
308303,treatment,tier_3,2025-07-03,0,0,0
308304,control,tier_2,2025-07-03,0,0,0
308305,control,tier_1,2025-07-03,1,1,0
308306,control,tier_2,2025-07-03,1,0,0
308307,control,tier_1,2025-07-03,0,0,0
308308,control,tier_2,2025-07-03,0,0,0
308309,treatment,tier_1,2025-07-03,1,0,0
308310,control,tier_1,2025-07-03,1,0,0
308311,treatment,tier_1,2025-07-03,0,0,0
308312,treatment,tier_1,2025-07-03,1,1,0
308313,treatment,tier_3,2025-07-03,1,0,0
308314,treatment,tier_3,2025-07-03,0,0,0
308315,treatment,tier_1,2025-07-03,1,0,0
308316,treatment,tier_3,2025-07-03,0,0,0
308317,control,tier_2,2025-07-03,0,0,0
308318,treatment,tier_2,2025-07-03,1,1,0
308319,control,tier_3,2025-07-03,1,0,0
308320,treatment,tier_2,2025-07-03,0,0,0
308321,treatment,tier_1,2025-07-03,0,0,0
308322,control,tier_2,2025-07-03,1,1,0
308323,treatment,tier_1,2025-07-03,0,0,0
308324,treatment,tier_1,2025-07-03,0,0,0
308325,control,tier_2,2025-07-03,0,0,0
308326,treatment,tier_3,2025-07-03,0,0,0
308327,control,tier_1,2025-07-03,1,0,0
308328,treatment,tier_3,2025-07-03,1,1,1
308329,treatment,tier_2,2025-07-03,1,0,0
308330,control,tier_2,2025-07-03,0,0,0
308331,treatment,tier_2,2025-07-03,1,1,0
308332,control,tier_1,2025-07-03,0,0,0
308333,treatment,tier_1,2025-07-03,0,0,0
308334,treatment,tier_3,2025-07-03,1,1,0
308335,treatment,tier_2,2025-07-03,0,0,0
308336,control,tier_1,2025-07-03,1,0,0
308337,control,tier_3,2025-07-03,0,0,0
308338,treatment,tier_3,2025-07-03,0,0,0
308339,control,tier_1,2025-07-03,1,0,0
308340,control,tier_1,2025-07-03,0,0,0
308341,control,tier_1,2025-07-03,0,0,0
308342,control,tier_1,2025-07-03,1,0,0
308343,treatment,tier_3,2025-07-03,0,0,0
308344,treatment,tier_1,2025-07-03,1,0,0
308345,control,tier_2,2025-07-03,0,0,0
308346,treatment,tier_2,2025-07-03,0,0,0
308347,treatment,tier_2,2025-07-03,0,0,0
308348,treatment,tier_1,2025-07-03,1,0,0
308349,treatment,tier_2,2025-07-03,1,1,1
308350,treatment,tier_2,2025-07-03,0,0,0
308351,control,tier_1,2025-07-03,0,0,0
308352,treatment,tier_1,2025-07-03,1,0,0
308353,treatment,tier_3,2025-07-03,1,1,0
308354,treatment,tier_1,2025-07-03,0,0,0
308355,treatment,tier_1,2025-07-03,0,0,0
308356,treatment,tier_1,2025-07-03,0,0,0
308357,control,tier_1,2025-07-03,0,0,0
308358,control,tier_3,2025-07-03,0,0,0
308359,treatment,tier_1,2025-07-03,1,0,0
308360,treatment,tier_2,2025-07-03,0,0,0
308361,treatment,tier_1,2025-07-03,0,0,0
308362,treatment,tier_3,2025-07-03,0,0,0
308363,treatment,tier_2,2025-07-03,1,1,0
308364,treatment,tier_2,2025-07-03,1,0,0
308365,treatment,tier_1,2025-07-03,1,1,1
308366,treatment,tier_1,2025-07-03,0,0,0
308367,control,tier_2,2025-07-03,0,0,0
308368,treatment,tier_1,2025-07-03,0,0,0
308369,control,tier_3,2025-07-03,0,0,0
308370,control,tier_2,2025-07-03,0,0,0
308371,control,tier_3,2025-07-03,1,0,0
308372,treatment,tier_3,2025-07-03,0,0,0
308373,control,tier_1,2025-07-03,1,1,0
308374,control,tier_1,2025-07-03,0,0,0
308375,control,tier_1,2025-07-03,0,0,0
308376,treatment,tier_2,2025-07-03,0,0,0
308377,control,tier_1,2025-07-03,0,0,0
308378,treatment,tier_3,2025-07-03,1,0,0
308379,treatment,tier_2,2025-07-03,0,0,0
308380,control,tier_3,2025-07-03,1,0,0
308381,treatment,tier_3,2025-07-03,0,0,0
308382,control,tier_1,2025-07-03,1,0,0
308383,control,tier_3,2025-07-03,0,0,0
308384,treatment,tier_2,2025-07-03,1,0,0
308385,treatment,tier_2,2025-07-03,1,0,0
308386,control,tier_2,2025-07-03,0,0,0
308387,control,tier_3,2025-07-03,0,0,0
308388,control,tier_3,2025-07-03,0,0,0
308389,treatment,tier_1,2025-07-03,1,1,0
308390,treatment,tier_1,2025-07-03,1,0,0
308391,control,tier_3,2025-07-03,0,0,0
308392,control,tier_3,2025-07-03,1,1,1
308393,treatment,tier_3,2025-07-03,1,0,0
308394,treatment,tier_2,2025-07-03,1,1,0
308395,control,tier_3,2025-07-03,1,0,0
308396,control,tier_1,2025-07-03,1,1,0
308397,control,tier_2,2025-07-03,0,0,0
308398,control,tier_1,2025-07-03,1,1,1
308399,treatment,tier_2,2025-07-03,0,0,0
308400,treatment,tier_3,2025-07-03,0,0,0
308401,control,tier_1,2025-07-03,0,0,0
308402,control,tier_2,2025-07-03,1,0,0
308403,control,tier_3,2025-07-03,0,0,0
308404,control,tier_2,2025-07-03,0,0,0
308405,treatment,tier_2,2025-07-03,1,0,0
308406,treatment,tier_3,2025-07-03,0,0,0
308407,control,tier_2,2025-07-03,0,0,0
308408,control,tier_3,2025-07-03,0,0,0
308409,treatment,tier_2,2025-07-03,1,0,0
308410,control,tier_3,2025-07-03,0,0,0
308411,treatment,tier_3,2025-07-03,0,0,0
308412,control,tier_3,2025-07-03,0,0,0
308413,control,tier_3,2025-07-03,0,0,0
308414,control,tier_2,2025-07-03,0,0,0
308415,control,tier_2,2025-07-03,1,1,1
308416,control,tier_3,2025-07-03,0,0,0
308417,treatment,tier_2,2025-07-03,1,1,1
308418,control,tier_2,2025-07-03,0,0,0
308419,treatment,tier_1,2025-07-03,0,0,0
308420,control,tier_2,2025-07-03,1,0,0
308421,control,tier_3,2025-07-03,1,0,0
308422,treatment,tier_3,2025-07-03,0,0,0
308423,treatment,tier_3,2025-07-03,1,1,0
308424,control,tier_2,2025-07-03,1,1,1
308425,treatment,tier_3,2025-07-03,0,0,0
308426,control,tier_1,2025-07-03,0,0,0
308427,control,tier_2,2025-07-03,1,0,0
308428,treatment,tier_3,2025-07-03,0,0,0
308429,control,tier_3,2025-07-03,0,0,0
308430,control,tier_2,2025-07-03,0,0,0
308431,control,tier_1,2025-07-03,0,0,0
308432,treatment,tier_1,2025-07-03,1,0,0
308433,treatment,tier_1,2025-07-03,0,0,0
308434,treatment,tier_2,2025-07-03,0,0,0
308435,control,tier_2,2025-07-03,0,0,0
308436,control,tier_3,2025-07-03,0,0,0
308437,control,tier_1,2025-07-03,0,0,0
308438,control,tier_1,2025-07-03,1,1,0
308439,control,tier_1,2025-07-03,1,0,0
308440,control,tier_2,2025-07-03,1,0,0
308441,treatment,tier_1,2025-07-03,0,0,0
308442,control,tier_3,2025-07-03,0,0,0
308443,control,tier_1,2025-07-03,0,0,0
308444,control,tier_2,2025-07-03,1,1,1
308445,control,tier_3,2025-07-03,0,0,0
308446,treatment,tier_3,2025-07-03,1,0,0
308447,control,tier_2,2025-07-03,1,1,0
308448,control,tier_2,2025-07-03,1,1,1
308449,treatment,tier_3,2025-07-03,1,1,0
308450,control,tier_3,2025-07-03,0,0,0
308451,control,tier_3,2025-07-03,1,0,0
308452,treatment,tier_2,2025-07-03,0,0,0
308453,control,tier_2,2025-07-03,1,1,0
308454,control,tier_2,2025-07-03,0,0,0
308455,treatment,tier_3,2025-07-03,0,0,0
308456,treatment,tier_2,2025-07-03,1,0,0
308457,treatment,tier_1,2025-07-03,1,1,0
308458,control,tier_2,2025-07-03,1,0,0
308459,treatment,tier_1,2025-07-03,0,0,0
308460,treatment,tier_1,2025-07-03,1,1,0
308461,control,tier_3,2025-07-03,0,0,0
308462,control,tier_3,2025-07-03,0,0,0
308463,treatment,tier_2,2025-07-03,0,0,0
308464,treatment,tier_2,2025-07-03,0,0,0
308465,treatment,tier_1,2025-07-03,0,0,0
308466,control,tier_2,2025-07-03,0,0,0
308467,treatment,tier_2,2025-07-03,0,0,0
308468,treatment,tier_1,2025-07-03,1,0,0
308469,treatment,tier_3,2025-07-03,1,0,0
308470,control,tier_1,2025-07-03,0,0,0
308471,treatment,tier_1,2025-07-03,0,0,0
308472,control,tier_1,2025-07-03,1,1,1
308473,treatment,tier_2,2025-07-03,1,0,0
308474,control,tier_1,2025-07-03,1,0,0
308475,treatment,tier_2,2025-07-03,0,0,0
308476,treatment,tier_2,2025-07-03,1,0,0
308477,control,tier_1,2025-07-03,1,1,0
308478,control,tier_3,2025-07-03,0,0,0
308479,treatment,tier_3,2025-07-03,0,0,0
308480,control,tier_2,2025-07-03,1,0,0
308481,treatment,tier_2,2025-07-03,1,1,0
308482,treatment,tier_1,2025-07-03,1,1,1
308483,control,tier_1,2025-07-03,1,1,1
308484,control,tier_1,2025-07-03,1,0,0
308485,control,tier_1,2025-07-03,0,0,0
308486,treatment,tier_2,2025-07-03,0,0,0
308487,control,tier_1,2025-07-03,1,1,1
308488,control,tier_3,2025-07-03,1,1,1
308489,control,tier_2,2025-07-03,0,0,0
308490,control,tier_2,2025-07-03,0,0,0
308491,control,tier_2,2025-07-03,1,1,0
308492,control,tier_2,2025-07-03,0,0,0
308493,control,tier_3,2025-07-03,0,0,0
308494,control,tier_1,2025-07-03,1,1,1
308495,control,tier_3,2025-07-03,0,0,0
308496,control,tier_1,2025-07-03,1,0,0
308497,control,tier_2,2025-07-03,0,0,0
308498,control,tier_3,2025-07-03,1,0,0
308499,treatment,tier_2,2025-07-03,0,0,0
308500,control,tier_2,2025-07-03,0,0,0
308501,treatment,tier_3,2025-07-03,1,0,0
308502,control,tier_3,2025-07-03,1,1,1
308503,control,tier_1,2025-07-03,0,0,0
308504,control,tier_3,2025-07-03,1,1,1
308505,control,tier_2,2025-07-03,0,0,0
308506,control,tier_1,2025-07-03,1,1,0
308507,treatment,tier_2,2025-07-03,1,1,0
308508,control,tier_2,2025-07-03,1,0,0
308509,control,tier_2,2025-07-03,0,0,0
308510,treatment,tier_2,2025-07-03,0,0,0
308511,treatment,tier_2,2025-07-03,1,0,0
308512,treatment,tier_3,2025-07-03,0,0,0
308513,control,tier_2,2025-07-03,0,0,0
308514,control,tier_1,2025-07-03,1,1,1
308515,treatment,tier_2,2025-07-03,1,1,0
308516,control,tier_3,2025-07-03,0,0,0
308517,treatment,tier_1,2025-07-03,1,0,0
308518,control,tier_2,2025-07-03,0,0,0
308519,control,tier_1,2025-07-03,1,1,0
308520,control,tier_1,2025-07-03,1,0,0
308521,treatment,tier_1,2025-07-03,0,0,0
308522,control,tier_3,2025-07-03,1,1,1
308523,control,tier_2,2025-07-03,1,1,0
308524,control,tier_2,2025-07-03,1,0,0
308525,treatment,tier_1,2025-07-03,0,0,0
308526,control,tier_3,2025-07-03,0,0,0
308527,treatment,tier_2,2025-07-03,1,1,0
308528,control,tier_2,2025-07-03,1,1,1
308529,control,tier_1,2025-07-03,0,0,0
308530,treatment,tier_2,2025-07-03,0,0,0
308531,treatment,tier_1,2025-07-03,0,0,0
308532,control,tier_3,2025-07-03,1,1,0
308533,treatment,tier_3,2025-07-03,1,0,0
308534,treatment,tier_3,2025-07-03,0,0,0
308535,treatment,tier_1,2025-07-03,1,1,0
308536,control,tier_1,2025-07-03,0,0,0
308537,treatment,tier_3,2025-07-03,0,0,0
308538,treatment,tier_3,2025-07-03,0,0,0
308539,treatment,tier_1,2025-07-03,0,0,0
308540,control,tier_2,2025-07-03,0,0,0
308541,control,tier_2,2025-07-03,1,0,0
308542,control,tier_3,2025-07-03,0,0,0
308543,control,tier_2,2025-07-03,1,0,0
308544,treatment,tier_3,2025-07-03,0,0,0
308545,treatment,tier_1,2025-07-03,1,0,0
308546,control,tier_3,2025-07-03,1,0,0
308547,control,tier_1,2025-07-03,0,0,0
308548,treatment,tier_3,2025-07-03,1,1,0
308549,treatment,tier_2,2025-07-03,1,1,0
308550,treatment,tier_2,2025-07-03,0,0,0
308551,treatment,tier_1,2025-07-03,0,0,0
308552,treatment,tier_2,2025-07-03,0,0,0
308553,treatment,tier_1,2025-07-03,1,0,0
308554,control,tier_1,2025-07-03,1,1,1
308555,treatment,tier_2,2025-07-03,1,1,0
308556,treatment,tier_1,2025-07-03,0,0,0
308557,control,tier_3,2025-07-03,0,0,0
308558,treatment,tier_1,2025-07-03,1,0,0
308559,treatment,tier_1,2025-07-03,0,0,0
308560,control,tier_1,2025-07-03,0,0,0
308561,treatment,tier_2,2025-07-03,0,0,0
308562,treatment,tier_1,2025-07-03,1,1,0
308563,control,tier_3,2025-07-03,1,1,0
308564,treatment,tier_2,2025-07-03,0,0,0
308565,treatment,tier_2,2025-07-03,0,0,0
308566,treatment,tier_1,2025-07-03,1,1,0
308567,control,tier_2,2025-07-03,0,0,0
308568,control,tier_1,2025-07-03,0,0,0
308569,control,tier_3,2025-07-03,1,0,0
308570,treatment,tier_1,2025-07-03,1,1,0
308571,control,tier_2,2025-07-03,0,0,0
308572,treatment,tier_2,2025-07-03,1,1,1
308573,treatment,tier_2,2025-07-03,0,0,0
308574,treatment,tier_3,2025-07-03,0,0,0
308575,treatment,tier_2,2025-07-03,0,0,0
308576,treatment,tier_3,2025-07-03,0,0,0
308577,treatment,tier_1,2025-07-03,1,0,0
308578,treatment,tier_1,2025-07-03,1,1,0
308579,treatment,tier_1,2025-07-03,1,1,0
308580,treatment,tier_1,2025-07-03,1,0,0
308581,control,tier_1,2025-07-03,1,1,1
308582,control,tier_3,2025-07-03,0,0,0
308583,control,tier_2,2025-07-03,0,0,0
308584,treatment,tier_2,2025-07-03,1,1,0
308585,control,tier_1,2025-07-03,1,1,1
308586,control,tier_3,2025-07-03,1,0,0
308587,treatment,tier_2,2025-07-03,1,1,0
308588,treatment,tier_1,2025-07-03,1,1,0
308589,control,tier_1,2025-07-03,0,0,0
308590,treatment,tier_1,2025-07-03,1,0,0
308591,treatment,tier_1,2025-07-03,1,1,0
308592,treatment,tier_2,2025-07-03,1,0,0
308593,treatment,tier_2,2025-07-03,1,1,0
308594,treatment,tier_1,2025-07-03,1,1,0
308595,treatment,tier_3,2025-07-03,0,0,0
308596,control,tier_1,2025-07-03,0,0,0
308597,treatment,tier_2,2025-07-03,0,0,0
308598,treatment,tier_2,2025-07-03,0,0,0
308599,treatment,tier_3,2025-07-03,0,0,0
308600,treatment,tier_2,2025-07-03,0,0,0
308601,treatment,tier_1,2025-07-03,0,0,0
308602,control,tier_1,2025-07-03,0,0,0
308603,control,tier_3,2025-07-03,0,0,0
308604,treatment,tier_1,2025-07-03,1,1,1
308605,control,tier_2,2025-07-03,1,1,0
308606,treatment,tier_3,2025-07-03,0,0,0
308607,control,tier_2,2025-07-03,0,0,0
308608,treatment,tier_2,2025-07-03,0,0,0
308609,control,tier_2,2025-07-03,1,1,0
308610,treatment,tier_1,2025-07-03,1,1,0
308611,treatment,tier_1,2025-07-03,0,0,0
308612,control,tier_1,2025-07-03,1,1,0
308613,control,tier_1,2025-07-03,0,0,0
308614,treatment,tier_1,2025-07-03,0,0,0
308615,control,tier_1,2025-07-03,0,0,0
308616,treatment,tier_3,2025-07-03,0,0,0
308617,control,tier_3,2025-07-03,0,0,0
308618,control,tier_2,2025-07-03,0,0,0
308619,treatment,tier_2,2025-07-03,0,0,0
308620,treatment,tier_2,2025-07-03,1,1,1
308621,control,tier_3,2025-07-03,0,0,0
308622,control,tier_2,2025-07-03,0,0,0
308623,control,tier_3,2025-07-03,1,1,0
308624,control,tier_1,2025-07-03,0,0,0
308625,control,tier_3,2025-07-03,0,0,0
308626,treatment,tier_3,2025-07-03,1,0,0
308627,control,tier_1,2025-07-03,1,0,0
308628,control,tier_1,2025-07-03,0,0,0
308629,treatment,tier_1,2025-07-03,1,0,0
308630,control,tier_1,2025-07-03,0,0,0
308631,control,tier_3,2025-07-03,1,1,0
308632,treatment,tier_1,2025-07-03,0,0,0
308633,control,tier_1,2025-07-03,1,1,1
308634,control,tier_2,2025-07-03,1,0,0
308635,control,tier_1,2025-07-03,0,0,0
308636,treatment,tier_3,2025-07-03,0,0,0
308637,control,tier_3,2025-07-03,0,0,0
308638,treatment,tier_2,2025-07-03,0,0,0
308639,control,tier_3,2025-07-03,0,0,0
308640,control,tier_1,2025-07-03,1,1,0
308641,control,tier_1,2025-07-03,1,1,0
308642,treatment,tier_1,2025-07-03,0,0,0
308643,treatment,tier_1,2025-07-03,0,0,0
308644,treatment,tier_3,2025-07-03,0,0,0
308645,treatment,tier_3,2025-07-03,0,0,0
308646,control,tier_1,2025-07-03,1,0,0
308647,control,tier_1,2025-07-03,0,0,0
308648,control,tier_1,2025-07-03,0,0,0
308649,control,tier_2,2025-07-03,1,0,0
308650,treatment,tier_1,2025-07-03,0,0,0
308651,treatment,tier_1,2025-07-03,0,0,0
308652,control,tier_1,2025-07-03,0,0,0
308653,treatment,tier_2,2025-07-03,1,0,0
308654,control,tier_1,2025-07-03,0,0,0
308655,treatment,tier_1,2025-07-03,1,1,0
308656,treatment,tier_1,2025-07-03,0,0,0
308657,control,tier_2,2025-07-03,1,0,0
308658,treatment,tier_2,2025-07-03,1,0,0
308659,control,tier_2,2025-07-03,1,1,0
308660,treatment,tier_2,2025-07-03,1,1,0
308661,control,tier_3,2025-07-03,0,0,0
308662,treatment,tier_3,2025-07-03,0,0,0
308663,control,tier_2,2025-07-03,0,0,0
308664,treatment,tier_1,2025-07-03,0,0,0
308665,control,tier_3,2025-07-03,1,0,0
308666,treatment,tier_1,2025-07-03,1,0,0
308667,treatment,tier_1,2025-07-03,0,0,0
308668,control,tier_3,2025-07-03,0,0,0
308669,treatment,tier_1,2025-07-03,1,1,1
308670,control,tier_2,2025-07-03,0,0,0
308671,treatment,tier_2,2025-07-03,0,0,0
308672,treatment,tier_1,2025-07-03,0,0,0
308673,treatment,tier_1,2025-07-03,0,0,0
308674,control,tier_1,2025-07-03,1,1,1
308675,control,tier_3,2025-07-03,0,0,0
308676,treatment,tier_3,2025-07-03,1,0,0
308677,treatment,tier_3,2025-07-03,1,1,1
308678,control,tier_3,2025-07-03,1,0,0
308679,treatment,tier_2,2025-07-03,0,0,0
308680,control,tier_2,2025-07-03,0,0,0
308681,treatment,tier_1,2025-07-03,1,1,1
308682,control,tier_1,2025-07-03,0,0,0
308683,control,tier_1,2025-07-03,0,0,0
308684,control,tier_2,2025-07-03,0,0,0
308685,control,tier_3,2025-07-03,0,0,0
308686,treatment,tier_1,2025-07-03,0,0,0
308687,control,tier_2,2025-07-03,0,0,0
308688,control,tier_2,2025-07-03,0,0,0
308689,treatment,tier_2,2025-07-03,1,1,0
308690,treatment,tier_2,2025-07-03,1,1,0
308691,treatment,tier_3,2025-07-03,0,0,0
308692,treatment,tier_1,2025-07-03,0,0,0
308693,treatment,tier_2,2025-07-03,0,0,0
308694,treatment,tier_1,2025-07-03,1,0,0
308695,control,tier_3,2025-07-03,0,0,0
308696,control,tier_1,2025-07-03,1,1,0
308697,control,tier_2,2025-07-03,1,1,0
308698,control,tier_1,2025-07-03,1,0,0
308699,treatment,tier_2,2025-07-03,0,0,0
308700,treatment,tier_3,2025-07-03,1,1,1
308701,treatment,tier_2,2025-07-03,0,0,0
308702,treatment,tier_2,2025-07-03,1,1,0
308703,control,tier_2,2025-07-03,1,0,0
308704,control,tier_1,2025-07-03,1,1,0
308705,control,tier_1,2025-07-03,1,0,0
308706,treatment,tier_1,2025-07-03,0,0,0
308707,treatment,tier_2,2025-07-03,0,0,0
308708,treatment,tier_3,2025-07-03,1,0,0
308709,treatment,tier_2,2025-07-03,1,1,1
308710,control,tier_2,2025-07-03,1,0,0
308711,control,tier_2,2025-07-03,1,0,0
308712,control,tier_1,2025-07-03,0,0,0
308713,control,tier_3,2025-07-03,1,1,0
308714,treatment,tier_3,2025-07-03,1,1,1
308715,control,tier_2,2025-07-03,0,0,0
308716,control,tier_1,2025-07-03,0,0,0
308717,control,tier_2,2025-07-03,0,0,0
308718,control,tier_3,2025-07-03,1,1,0
308719,treatment,tier_3,2025-07-03,0,0,0
308720,control,tier_1,2025-07-03,0,0,0
308721,treatment,tier_1,2025-07-03,1,1,1
308722,treatment,tier_3,2025-07-03,0,0,0
308723,control,tier_3,2025-07-03,1,1,0
308724,control,tier_2,2025-07-03,1,1,0
308725,control,tier_3,2025-07-03,1,1,0
308726,control,tier_3,2025-07-03,0,0,0
308727,treatment,tier_3,2025-07-03,0,0,0
308728,control,tier_2,2025-07-03,0,0,0
308729,treatment,tier_3,2025-07-03,0,0,0
308730,treatment,tier_3,2025-07-03,1,1,1
308731,control,tier_3,2025-07-03,0,0,0
308732,control,tier_3,2025-07-03,1,0,0
308733,control,tier_2,2025-07-03,1,1,0
308734,treatment,tier_2,2025-07-03,0,0,0
308735,control,tier_1,2025-07-03,0,0,0
308736,control,tier_1,2025-07-03,1,0,0
308737,treatment,tier_3,2025-07-03,0,0,0
308738,control,tier_2,2025-07-03,0,0,0
308739,control,tier_2,2025-07-03,1,0,0
308740,control,tier_1,2025-07-03,0,0,0
308741,treatment,tier_1,2025-07-03,1,1,0
308742,control,tier_3,2025-07-03,0,0,0
308743,treatment,tier_2,2025-07-03,1,0,0
308744,control,tier_3,2025-07-03,0,0,0
308745,control,tier_2,2025-07-03,0,0,0
308746,treatment,tier_1,2025-07-03,1,1,0
308747,control,tier_3,2025-07-03,1,1,0
308748,control,tier_2,2025-07-03,1,0,0
308749,treatment,tier_2,2025-07-03,1,1,0
308750,control,tier_2,2025-07-03,1,1,1
308751,control,tier_2,2025-07-03,1,0,0
308752,control,tier_1,2025-07-03,1,1,0
308753,treatment,tier_1,2025-07-03,1,0,0
308754,control,tier_3,2025-07-03,1,1,1
308755,treatment,tier_1,2025-07-03,0,0,0
308756,treatment,tier_3,2025-07-03,0,0,0
308757,treatment,tier_1,2025-07-03,1,1,0
308758,control,tier_1,2025-07-03,1,0,0
308759,treatment,tier_2,2025-07-03,0,0,0
308760,treatment,tier_2,2025-07-03,1,0,0
308761,treatment,tier_2,2025-07-03,1,1,1
308762,control,tier_1,2025-07-03,0,0,0
308763,treatment,tier_3,2025-07-03,1,1,0
308764,treatment,tier_2,2025-07-03,1,0,0
308765,treatment,tier_1,2025-07-03,1,0,0
308766,control,tier_1,2025-07-03,0,0,0
308767,control,tier_1,2025-07-03,0,0,0
308768,treatment,tier_1,2025-07-03,1,1,1
308769,control,tier_1,2025-07-03,0,0,0
308770,control,tier_2,2025-07-03,0,0,0
308771,control,tier_3,2025-07-03,1,0,0
308772,control,tier_1,2025-07-03,1,1,1
308773,treatment,tier_2,2025-07-03,1,1,1
308774,control,tier_2,2025-07-03,1,1,0
308775,treatment,tier_2,2025-07-03,0,0,0
308776,control,tier_2,2025-07-03,0,0,0
308777,treatment,tier_2,2025-07-03,0,0,0
308778,control,tier_3,2025-07-03,0,0,0
308779,treatment,tier_1,2025-07-03,0,0,0
308780,treatment,tier_1,2025-07-03,0,0,0
308781,control,tier_3,2025-07-03,1,1,0
308782,control,tier_2,2025-07-03,0,0,0
308783,treatment,tier_2,2025-07-03,0,0,0
308784,control,tier_1,2025-07-03,0,0,0
308785,treatment,tier_1,2025-07-03,1,1,0
308786,control,tier_1,2025-07-03,0,0,0
308787,control,tier_1,2025-07-03,0,0,0
308788,control,tier_2,2025-07-03,1,1,1
308789,treatment,tier_2,2025-07-03,1,1,1
308790,treatment,tier_1,2025-07-03,1,0,0
308791,treatment,tier_1,2025-07-03,0,0,0
308792,treatment,tier_3,2025-07-03,0,0,0
308793,control,tier_3,2025-07-03,0,0,0
308794,treatment,tier_2,2025-07-03,1,0,0
308795,control,tier_3,2025-07-03,1,1,0
308796,treatment,tier_1,2025-07-03,1,0,0
308797,treatment,tier_3,2025-07-03,1,1,1
308798,control,tier_3,2025-07-03,1,1,1
308799,treatment,tier_1,2025-07-03,0,0,0
308800,control,tier_1,2025-07-03,1,1,1
308801,treatment,tier_1,2025-07-03,0,0,0
308802,treatment,tier_3,2025-07-03,0,0,0
308803,control,tier_1,2025-07-03,0,0,0
308804,treatment,tier_1,2025-07-03,0,0,0
308805,control,tier_3,2025-07-03,0,0,0
308806,treatment,tier_3,2025-07-03,1,1,1
308807,treatment,tier_1,2025-07-03,0,0,0
308808,control,tier_1,2025-07-03,0,0,0
308809,control,tier_3,2025-07-03,1,0,0
308810,control,tier_2,2025-07-03,1,1,1
308811,control,tier_1,2025-07-03,0,0,0
308812,control,tier_1,2025-07-03,0,0,0
308813,control,tier_1,2025-07-03,0,0,0
308814,treatment,tier_2,2025-07-03,1,0,0
308815,treatment,tier_1,2025-07-03,0,0,0
308816,treatment,tier_3,2025-07-03,1,0,0
308817,control,tier_1,2025-07-03,1,1,0
308818,treatment,tier_1,2025-07-03,1,0,0
308819,treatment,tier_1,2025-07-03,1,1,1
308820,treatment,tier_1,2025-07-03,1,1,1
308821,treatment,tier_1,2025-07-03,0,0,0
308822,control,tier_2,2025-07-03,1,1,1
308823,treatment,tier_2,2025-07-03,1,0,0
308824,control,tier_3,2025-07-03,0,0,0
308825,control,tier_1,2025-07-03,0,0,0
308826,treatment,tier_3,2025-07-03,0,0,0
308827,treatment,tier_2,2025-07-03,0,0,0
308828,control,tier_1,2025-07-03,0,0,0
308829,treatment,tier_1,2025-07-03,0,0,0
308830,control,tier_3,2025-07-03,0,0,0
308831,control,tier_2,2025-07-03,1,0,0
308832,control,tier_3,2025-07-03,1,0,0
308833,treatment,tier_1,2025-07-03,1,1,1
308834,control,tier_1,2025-07-03,1,1,1
308835,control,tier_2,2025-07-03,0,0,0
308836,control,tier_1,2025-07-03,1,1,1
308837,control,tier_2,2025-07-03,1,0,0
308838,treatment,tier_1,2025-07-03,1,0,0
308839,treatment,tier_2,2025-07-03,0,0,0
308840,control,tier_2,2025-07-03,1,1,0
308841,control,tier_2,2025-07-03,0,0,0
308842,control,tier_1,2025-07-03,0,0,0
308843,treatment,tier_1,2025-07-03,1,1,1
308844,treatment,tier_2,2025-07-03,0,0,0
308845,treatment,tier_2,2025-07-03,1,0,0
