userid,version,sum_gamerounds,retention_1,retention_7
3586,gate_30,419,True,True
3587,gate_40,0,True,False
3588,gate_40,15,True,False
3589,gate_40,9,True,False
3590,gate_40,6,False,False
3591,gate_40,24,False,False
3592,gate_40,23,False,False
3593,gate_40,40,False,False
3594,gate_30,9,False,False
3595,gate_30,21,True,True
3596,gate_30,48,False,False
3597,gate_40,14,False,False
3598,gate_30,3,False,False
3599,gate_40,36,True,False
3600,gate_40,26,False,False
3601,gate_40,38,True,True
3602,gate_30,31,False,False
3603,gate_30,38,False,False
3604,gate_30,33,True,False
3605,gate_30,305,True,True
3606,gate_30,171,False,False
3607,gate_40,7,False,False
3608,gate_40,39,False,False
3609,gate_40,27,True,False
3610,gate_40,59,True,True
3611,gate_30,7,False,False
3612,gate_40,6,True,False
3613,gate_40,4,False,False
3614,gate_30,11,True,True
3615,gate_40,2,True,False
3616,gate_30,17,False,False
3617,gate_40,56,True,True
3618,gate_40,139,False,False
3619,gate_30,23,False,False
3620,gate_40,12,False,False
3621,gate_40,1,False,False
3622,gate_40,12,True,True
3623,gate_30,2,False,False
3624,gate_40,34,True,True
3625,gate_30,22,True,False
3626,gate_30,41,True,True
3627,gate_30,22,True,True
3628,gate_40,31,True,False
3629,gate_40,37,True,False
3630,gate_40,93,True,False
3631,gate_40,33,False,False
3632,gate_30,16,False,False
3633,gate_30,20,True,True
3634,gate_30,6,False,False
3635,gate_30,14,False,False
3636,gate_30,15,False,False
3637,gate_30,25,False,False
3638,gate_30,18,False,False
3639,gate_30,10,False,False
3640,gate_30,18,False,False
3641,gate_30,31,True,True
3642,gate_40,26,False,False
3643,gate_40,36,True,False
3644,gate_40,107,True,True
3645,gate_30,18,True,True
3646,gate_30,3,False,False
3647,gate_40,14,True,True
3648,gate_30,6,True,False
3649,gate_30,38,True,True
3650,gate_30,25,False,False
3651,gate_30,23,True,True
3652,gate_30,42,False,False
3653,gate_30,25,False,False
3654,gate_40,10,False,False
3655,gate_30,12,False,False
3656,gate_30,54,True,True
3657,gate_40,30,False,False
3658,gate_30,23,False,False
3659,gate_30,15,True,False
3660,gate_40,33,False,False
3661,gate_30,16,False,False
3662,gate_30,313,True,False
3663,gate_30,33,True,True
3664,gate_30,14,False,False
3665,gate_40,217,True,False
3666,gate_40,35,False,False
3667,gate_30,11,False,False
3668,gate_40,225,True,True
3669,gate_40,38,False,False
3670,gate_30,21,True,False
3671,gate_40,35,False,False
3672,gate_30,175,True,True
3673,gate_30,6,False,False
3674,gate_30,15,False,False
3675,gate_30,16,False,False
3676,gate_30,25,True,True
3677,gate_40,32,False,False
3678,gate_30,9,True,True
3679,gate_30,33,False,False
3680,gate_30,10,False,False
3681,gate_40,33,False,False
3682,gate_40,69,True,True
3683,gate_40,16,True,True
3684,gate_40,43,True,False
3685,gate_40,14,False,False
3686,gate_30,184,False,False
3687,gate_40,25,False,False
3688,gate_40,26,False,False
3689,gate_40,35,True,False
3690,gate_40,3,True,False
3691,gate_30,11,True,False
3692,gate_30,11,False,False
3693,gate_30,5,True,False
3694,gate_40,12,True,True
3695,gate_30,45,True,False
3696,gate_30,158,False,False
3697,gate_40,12,False,False
3698,gate_30,7,False,False
3699,gate_40,15,False,False
3700,gate_30,23,True,False
3701,gate_30,23,False,False
3702,gate_30,11,False,False
3703,gate_40,19,False,False
3704,gate_30,10,False,False
3705,gate_30,29,True,True
3706,gate_40,13,True,True
3707,gate_30,26,False,False
3708,gate_40,11,False,False
3709,gate_40,166,True,True
3710,gate_30,161,False,False
3711,gate_40,18,False,False
3712,gate_30,7,False,False
3713,gate_40,23,False,False
3714,gate_30,15,True,True
3715,gate_40,241,True,True
3716,gate_30,13,False,False
3717,gate_40,39,False,False
3718,gate_30,2,False,False
3719,gate_30,20,False,False
3720,gate_30,30,False,False
3721,gate_30,8,False,False
3722,gate_40,40,True,True
3723,gate_30,10,True,False
3724,gate_40,7,True,False
3725,gate_40,20,False,False
3726,gate_40,45,True,True
3727,gate_30,22,False,False
3728,gate_30,27,False,False
3729,gate_40,31,True,False
3730,gate_30,11,True,True
3731,gate_30,24,True,True
3732,gate_40,41,False,False
3733,gate_40,14,False,False
3734,gate_40,39,False,False
3735,gate_30,6,False,False
3736,gate_40,8,True,False
3737,gate_30,43,True,False
3738,gate_30,9,False,False
3739,gate_40,8,True,True
3740,gate_30,55,False,False
3741,gate_30,7,True,True
3742,gate_30,27,False,False
3743,gate_40,38,False,False
3744,gate_40,43,True,True
3745,gate_40,346,False,False
3746,gate_40,41,True,True
3747,gate_30,0,True,True
3748,gate_30,9,False,False
3749,gate_30,25,False,False
3750,gate_30,18,False,False
3751,gate_30,5,False,False
3752,gate_40,13,False,False
3753,gate_30,75,False,False
3754,gate_30,6,True,True
3755,gate_30,32,True,False
3756,gate_30,22,False,False
3757,gate_40,7,False,False
3758,gate_30,124,True,False
3759,gate_30,21,True,True
3760,gate_40,30,False,False
3761,gate_30,7,True,True
3762,gate_30,5,False,False
3763,gate_30,18,True,False
3764,gate_40,8,True,False
3765,gate_40,24,False,False
3766,gate_40,29,False,False
3767,gate_30,42,False,False
3768,gate_40,76,True,False
3769,gate_30,153,False,False
3770,gate_30,9,True,False
3771,gate_30,27,False,False
3772,gate_30,8,True,True
3773,gate_40,294,True,False
3774,gate_40,55,True,True
3775,gate_40,19,True,False
3776,gate_40,5,True,True
3777,gate_30,28,False,False
3778,gate_30,7,False,False
3779,gate_30,8,True,True
3780,gate_40,11,False,False
3781,gate_30,4,False,False
3782,gate_40,7,False,False
3783,gate_30,142,False,False
3784,gate_30,17,True,False
3785,gate_30,6,False,False
3786,gate_30,10,False,False
3787,gate_30,37,True,True
3788,gate_40,11,True,True
3789,gate_30,17,True,False
3790,gate_40,3,False,False
3791,gate_30,19,False,False
3792,gate_30,70,True,True
3793,gate_30,33,True,True
3794,gate_40,371,True,False
3795,gate_30,15,False,False
3796,gate_40,18,False,False
3797,gate_30,331,False,False
3798,gate_40,9,True,False
3799,gate_30,19,True,False
3800,gate_40,42,False,False
3801,gate_40,47,False,False
3802,gate_40,293,True,False
3803,gate_30,43,True,True
3804,gate_30,27,True,True
3805,gate_30,13,False,False
3806,gate_40,7,False,False
3807,gate_40,50,False,False
3808,gate_40,23,True,True
3809,gate_30,48,False,False
3810,gate_30,44,True,True
3811,gate_30,86,True,True
3812,gate_40,5,False,False
3813,gate_40,20,False,False
3814,gate_40,321,True,False
3815,gate_30,4,False,False
3816,gate_40,20,False,False
3817,gate_40,49,True,True
3818,gate_30,10,False,False
3819,gate_40,8,False,False
3820,gate_40,13,False,False
3821,gate_40,5,True,False
3822,gate_40,7,True,False
3823,gate_30,43,False,False
3824,gate_30,106,True,True
3825,gate_40,13,False,False
3826,gate_30,21,False,False
3827,gate_40,17,False,False
3828,gate_40,13,True,False
3829,gate_40,482,True,True
3830,gate_40,52,False,False
3831,gate_30,37,True,False
3832,gate_30,7,False,False
3833,gate_30,15,False,False
3834,gate_30,5,False,False
3835,gate_30,5,False,False
3836,gate_30,44,False,False
3837,gate_40,13,False,False
3838,gate_40,13,True,False
3839,gate_30,27,False,False
3840,gate_30,47,True,False
3841,gate_40,12,False,False
3842,gate_30,41,True,True
3843,gate_30,9,False,False
3844,gate_30,12,False,False
3845,gate_40,12,False,False
3846,gate_30,12,True,False
3847,gate_40,6,True,True
3848,gate_30,23,False,False
3849,gate_30,62,False,False
3850,gate_30,21,True,False
3851,gate_30,41,False,False
3852,gate_40,51,True,True
3853,gate_40,29,False,False
3854,gate_40,10,True,False
3855,gate_40,26,True,True
3856,gate_40,53,True,True
3857,gate_40,8,True,False
3858,gate_40,34,True,True
3859,gate_30,8,False,False
3860,gate_30,33,False,False
3861,gate_30,9,True,False
3862,gate_40,59,False,False
3863,gate_30,8,True,True
3864,gate_30,6,False,False
3865,gate_40,24,False,False
3866,gate_40,200,True,False
3867,gate_40,13,False,False
3868,gate_30,57,False,False
3869,gate_40,153,True,False
3870,gate_30,19,False,False
3871,gate_30,45,False,False
3872,gate_30,8,False,False
3873,gate_30,12,False,False
3874,gate_30,30,True,True
3875,gate_40,4,False,False
3876,gate_30,52,True,False
3877,gate_40,23,True,True
3878,gate_40,16,True,True
3879,gate_30,5,False,False
3880,gate_30,32,True,False
3881,gate_30,54,True,False
3882,gate_40,6,True,False
3883,gate_30,33,False,False
3884,gate_30,61,True,False
3885,gate_30,21,False,False
3886,gate_40,66,True,False
3887,gate_40,19,False,False
3888,gate_30,6,True,False
3889,gate_40,48,False,False
3890,gate_40,23,True,True
3891,gate_40,10,False,False
3892,gate_40,11,False,False
3893,gate_40,8,True,False
3894,gate_40,11,False,False
3895,gate_40,23,False,False
3896,gate_30,31,True,True
3897,gate_30,69,True,True
3898,gate_30,39,False,False
3899,gate_40,6,True,True
3900,gate_40,70,False,False
3901,gate_30,17,False,False
3902,gate_40,33,False,False
3903,gate_30,42,False,False
3904,gate_30,48,False,False
3905,gate_40,24,False,False
3906,gate_30,14,True,False
3907,gate_30,38,False,False
3908,gate_40,13,True,False
3909,gate_40,46,False,False
3910,gate_30,18,False,False
3911,gate_40,53,False,False
3912,gate_40,26,False,False
3913,gate_30,33,True,True
3914,gate_30,41,False,False
3915,gate_40,10,True,False
3916,gate_30,20,False,False
3917,gate_40,26,True,True
3918,gate_40,14,False,False
3919,gate_40,38,True,True
3920,gate_30,199,False,False
3921,gate_40,41,True,False
3922,gate_30,46,False,False
3923,gate_30,9,True,False
3924,gate_30,18,False,False
3925,gate_30,25,False,False
3926,gate_40,24,False,False
3927,gate_30,10,False,False
3928,gate_30,8,False,False
3929,gate_40,162,True,False
3930,gate_30,8,False,False
3931,gate_40,65,True,True
3932,gate_30,18,True,False
3933,gate_40,35,True,True
3934,gate_40,6,True,True
3935,gate_30,5,False,False
3936,gate_30,29,False,False
3937,gate_30,4,False,False
3938,gate_40,14,False,False
3939,gate_30,15,False,False
3940,gate_30,7,True,True
3941,gate_30,4,True,True
3942,gate_30,28,False,False
3943,gate_30,36,True,False
3944,gate_40,356,False,False
3945,gate_30,14,False,False
3946,gate_30,36,True,True
3947,gate_40,45,True,False
3948,gate_40,9,False,False
3949,gate_30,15,True,False
3950,gate_30,18,False,False
3951,gate_30,76,True,True
3952,gate_40,10,True,True
3953,gate_30,21,False,False
3954,gate_40,3,False,False
3955,gate_40,28,True,False
3956,gate_40,22,False,False
3957,gate_30,11,True,True
3958,gate_30,11,True,False
3959,gate_30,2,False,False
3960,gate_30,5,False,False
3961,gate_40,7,False,False
3962,gate_40,15,False,False
3963,gate_40,11,True,True
3964,gate_40,206,True,True
3965,gate_30,3,True,False
3966,gate_30,3,False,False
3967,gate_30,79,False,False
3968,gate_40,34,True,False
3969,gate_40,6,False,False
3970,gate_40,43,True,False
3971,gate_30,8,False,False
3972,gate_30,16,False,False
3973,gate_40,11,False,False
3974,gate_30,16,False,False
3975,gate_40,23,False,False
3976,gate_40,6,False,False
3977,gate_40,50,True,True
3978,gate_30,195,False,False
3979,gate_30,19,True,True
3980,gate_30,53,True,False
3981,gate_30,34,False,False
3982,gate_30,17,True,False
3983,gate_40,27,True,False
3984,gate_40,32,False,False
3985,gate_30,19,True,True
3986,gate_30,381,False,False
3987,gate_30,26,True,True
3988,gate_30,17,False,False
3989,gate_40,23,True,False
3990,gate_30,18,False,False
3991,gate_30,13,True,False
3992,gate_30,38,True,True
3993,gate_40,13,False,False
3994,gate_40,14,False,False
3995,gate_30,26,True,True
3996,gate_40,6,False,False
3997,gate_40,30,True,True
3998,gate_40,10,True,False
3999,gate_30,41,False,False
4000,gate_40,1,False,False
4001,gate_40,3,False,False
4002,gate_40,15,False,False
4003,gate_40,2,True,True
4004,gate_40,35,False,False
4005,gate_30,48,False,False
4006,gate_40,16,False,False
4007,gate_40,250,True,False
4008,gate_40,339,False,False
4009,gate_30,37,False,False
4010,gate_40,5,False,False
4011,gate_40,9,False,False
4012,gate_30,371,False,False
4013,gate_40,9,True,False
4014,gate_40,16,True,False
4015,gate_40,33,False,False
4016,gate_30,24,False,False
4017,gate_30,46,True,True
4018,gate_40,11,False,False
4019,gate_30,23,False,False
4020,gate_40,30,True,True
4021,gate_30,36,False,False
4022,gate_40,26,False,False
4023,gate_30,207,False,False
4024,gate_40,37,False,False
4025,gate_30,9,False,False
4026,gate_30,21,True,False
4027,gate_30,20,True,True
4028,gate_30,30,True,False
4029,gate_40,22,True,False
4030,gate_40,15,True,False
4031,gate_30,32,False,False
4032,gate_40,16,False,False
4033,gate_30,51,False,False
4034,gate_40,12,True,False
4035,gate_40,21,True,True
4036,gate_40,7,True,False
4037,gate_30,6,False,False
4038,gate_40,136,False,False
4039,gate_30,23,False,False
4040,gate_40,51,False,False
4041,gate_30,310,True,True
4042,gate_40,113,False,False
4043,gate_40,19,False,False
4044,gate_40,21,False,False
4045,gate_30,64,True,True
4046,gate_40,17,False,False
4047,gate_30,18,True,True
4048,gate_40,4,False,False
4049,gate_30,14,False,False
4050,gate_30,8,False,False
4051,gate_40,26,True,True
4052,gate_30,349,True,True
4053,gate_30,20,False,False
4054,gate_30,24,True,True
4055,gate_30,4,True,False
4056,gate_40,16,False,False
4057,gate_40,492,False,False
4058,gate_30,9,False,False
4059,gate_30,22,True,False
4060,gate_30,5,True,True
4061,gate_30,19,False,False
4062,gate_40,402,True,False
4063,gate_40,17,False,False
4064,gate_30,30,True,True
4065,gate_30,10,False,False
4066,gate_30,17,True,False
4067,gate_40,3,False,False
4068,gate_40,73,False,False
4069,gate_30,129,False,False
4070,gate_30,43,False,False
4071,gate_40,14,False,False
4072,gate_40,55,True,False
4073,gate_30,20,True,True
4074,gate_30,12,False,False
4075,gate_30,14,True,False
4076,gate_40,23,True,False
4077,gate_30,9,True,False
4078,gate_30,26,True,False
4079,gate_40,49,False,False
4080,gate_30,20,False,False
4081,gate_40,52,False,False
4082,gate_30,6,True,False
4083,gate_30,530,False,False
4084,gate_40,9,False,False
4085,gate_30,9,True,True
4086,gate_40,17,False,False
4087,gate_40,22,True,True
4088,gate_30,29,False,False
4089,gate_40,9,True,True
4090,gate_30,44,False,False
4091,gate_40,13,False,False
4092,gate_30,9,True,True
4093,gate_40,22,True,True
4094,gate_30,21,False,False
4095,gate_30,8,False,False
4096,gate_40,34,False,False
4097,gate_40,20,True,False
4098,gate_30,73,True,False
4099,gate_30,29,True,False
4100,gate_40,28,True,True
4101,gate_40,7,False,False
4102,gate_30,29,True,True
4103,gate_30,7,False,False
4104,gate_30,8,False,False
4105,gate_40,14,True,False
4106,gate_30,52,False,False
4107,gate_30,0,True,False
4108,gate_40,9,False,False
4109,gate_30,90,True,False
4110,gate_30,25,True,False
4111,gate_30,37,False,False
4112,gate_30,405,False,False
4113,gate_30,18,False,False
4114,gate_40,39,True,True
4115,gate_30,36,True,True
4116,gate_40,20,False,False
4117,gate_40,121,False,False
4118,gate_40,37,True,False
4119,gate_30,17,False,False
4120,gate_30,209,True,False
4121,gate_30,29,True,True
4122,gate_30,29,True,True
4123,gate_30,242,False,False
4124,gate_40,7,False,False
4125,gate_30,19,False,False
4126,gate_30,20,False,False
4127,gate_30,24,True,True
4128,gate_40,1,True,True
4129,gate_30,22,False,False
4130,gate_40,447,True,False
4131,gate_30,8,False,False
4132,gate_40,171,False,False
4133,gate_40,14,False,False
4134,gate_30,29,False,False
4135,gate_30,7,True,True
4136,gate_30,21,True,True
4137,gate_30,34,True,True
4138,gate_40,18,False,False
4139,gate_40,23,True,False
4140,gate_40,39,False,False
4141,gate_40,0,False,False
4142,gate_30,23,False,False
4143,gate_30,6,True,True
4144,gate_40,241,False,False
4145,gate_30,25,True,False
4146,gate_40,10,False,False
4147,gate_30,75,True,False
4148,gate_30,0,True,True
4149,gate_40,11,False,False
4150,gate_30,19,True,False
4151,gate_40,2,False,False
4152,gate_40,7,True,True
4153,gate_40,44,False,False
4154,gate_40,6,False,False
4155,gate_40,49,True,True
4156,gate_40,29,True,False
4157,gate_30,28,True,True
4158,gate_30,12,False,False
4159,gate_40,14,True,True
4160,gate_30,14,True,False
4161,gate_30,30,True,False
4162,gate_30,10,True,False
4163,gate_40,4,False,False
4164,gate_40,44,False,False
4165,gate_30,3,True,True
4166,gate_40,102,False,False
4167,gate_40,24,True,True
4168,gate_40,13,True,False
4169,gate_40,74,True,False
4170,gate_40,24,True,False
4171,gate_30,11,False,False
4172,gate_40,52,False,False
4173,gate_30,70,True,False
4174,gate_40,2,True,False
4175,gate_40,9,False,False
4176,gate_30,28,True,False
4177,gate_30,37,True,True
4178,gate_40,11,False,False
4179,gate_30,79,True,False
4180,gate_40,51,True,True
4181,gate_30,18,True,True
4182,gate_30,191,False,False
4183,gate_40,16,False,False
4184,gate_40,37,True,True
4185,gate_40,7,False,False
4186,gate_30,20,True,True
4187,gate_40,13,False,False
4188,gate_40,41,False,False
4189,gate_40,207,False,False
4190,gate_40,14,True,False
4191,gate_40,0,True,False
4192,gate_30,54,True,False
4193,gate_30,31,True,True
4194,gate_40,35,False,False
4195,gate_30,54,False,False
4196,gate_40,34,True,True
4197,gate_30,3,False,False
4198,gate_40,59,True,True
4199,gate_40,8,True,False
4200,gate_30,48,False,False
4201,gate_30,56,True,True
4202,gate_30,23,False,False
4203,gate_40,18,False,False
4204,gate_40,11,False,False
4205,gate_30,50,False,False
4206,gate_40,18,True,True
4207,gate_30,21,True,True
4208,gate_30,18,False,False
4209,gate_40,16,True,True
4210,gate_30,9,True,False
4211,gate_30,7,True,True
4212,gate_30,167,True,False
4213,gate_30,12,False,False
4214,gate_30,15,True,True
4215,gate_30,5,False,False
4216,gate_40,31,True,False
4217,gate_30,28,False,False
4218,gate_40,46,False,False
4219,gate_30,23,False,False
4220,gate_30,29,False,False
4221,gate_40,11,True,True
4222,gate_40,20,False,False
4223,gate_30,19,False,False
4224,gate_40,19,True,True
4225,gate_40,12,True,True
4226,gate_40,7,True,False
4227,gate_30,5,False,False
4228,gate_30,60,True,True
4229,gate_30,270,False,False
4230,gate_40,40,False,False
4231,gate_30,11,True,True
4232,gate_40,144,False,False
4233,gate_30,7,True,True
4234,gate_30,23,True,True
4235,gate_40,73,True,True
4236,gate_30,7,False,False
4237,gate_40,2,True,False
4238,gate_40,17,True,True
4239,gate_40,8,False,False
4240,gate_40,11,False,False
4241,gate_40,12,False,False
4242,gate_40,44,True,False
4243,gate_40,173,False,False
4244,gate_30,10,True,True
4245,gate_30,3,False,False
4246,gate_30,8,False,False
4247,gate_30,4,True,True
4248,gate_40,27,True,True
4249,gate_40,211,False,False
4250,gate_40,32,False,False
4251,gate_30,29,False,False
4252,gate_40,682,False,False
4253,gate_30,67,False,False
4254,gate_40,41,False,False
4255,gate_40,750,True,False
4256,gate_30,11,False,False
4257,gate_30,4,False,False
4258,gate_30,7,False,False
4259,gate_40,36,True,False
4260,gate_40,12,False,False
4261,gate_40,6,False,False
4262,gate_30,3,False,False
4263,gate_30,13,False,False
4264,gate_40,12,True,True
4265,gate_40,12,False,False
4266,gate_30,8,True,True
4267,gate_30,176,True,False
4268,gate_40,681,True,True
4269,gate_30,25,True,True
4270,gate_30,32,False,False
4271,gate_30,29,False,False
4272,gate_40,10,False,False
4273,gate_40,5,False,False
4274,gate_40,19,False,False
4275,gate_40,581,False,False
4276,gate_40,38,True,False
4277,gate_30,6,False,False
4278,gate_40,30,False,False
4279,gate_30,3,False,False
4280,gate_40,5,False,False
4281,gate_30,14,True,True
4282,gate_30,11,True,False
4283,gate_30,57,False,False
4284,gate_30,53,False,False
4285,gate_30,14,False,False
4286,gate_30,23,True,True
4287,gate_40,5,False,False
4288,gate_30,46,True,True
4289,gate_40,13,False,False
4290,gate_40,30,False,False
4291,gate_40,8,False,False
4292,gate_40,27,True,True
4293,gate_40,29,False,False
4294,gate_30,58,False,False
4295,gate_30,607,True,True
4296,gate_30,19,True,True
4297,gate_40,12,True,False
4298,gate_40,14,True,True
4299,gate_30,125,True,True
4300,gate_30,17,False,False
4301,gate_40,51,False,False
4302,gate_30,19,False,False
4303,gate_40,7,False,False
4304,gate_40,9,False,False
4305,gate_40,21,True,True
4306,gate_40,96,True,True
4307,gate_40,33,False,False
4308,gate_30,104,True,True
4309,gate_40,9,True,False
4310,gate_40,34,True,True
4311,gate_30,9,False,False
4312,gate_30,116,False,False
4313,gate_30,176,False,False
4314,gate_30,10,False,False
4315,gate_40,176,False,False
4316,gate_40,34,True,True
4317,gate_30,21,False,False
4318,gate_30,51,True,True
4319,gate_40,26,True,False
4320,gate_30,39,True,True
4321,gate_30,10,False,False
4322,gate_40,17,True,True
4323,gate_40,3,False,False
4324,gate_30,14,True,False
4325,gate_30,27,False,False
4326,gate_30,34,True,True
4327,gate_40,17,False,False
4328,gate_40,37,True,False
4329,gate_30,6,False,False
4330,gate_40,14,False,False
4331,gate_40,17,False,False
4332,gate_30,14,True,False
4333,gate_30,145,True,True
4334,gate_40,48,False,False
4335,gate_30,13,True,False
4336,gate_30,19,False,False
4337,gate_40,2,True,False
4338,gate_40,131,False,False
4339,gate_40,39,True,False
4340,gate_40,5,False,False
4341,gate_40,6,True,False
4342,gate_30,25,True,True
4343,gate_40,15,False,False
4344,gate_30,40,True,False
4345,gate_30,5,False,False
4346,gate_40,24,True,False
4347,gate_40,278,False,False
4348,gate_30,66,False,False
4349,gate_40,32,False,False
4350,gate_30,32,True,False
4351,gate_30,26,True,True
4352,gate_30,28,True,True
4353,gate_40,4,False,False
4354,gate_40,203,False,False
4355,gate_30,2,False,False
4356,gate_40,5,False,False
4357,gate_30,14,True,True
4358,gate_40,93,False,False
4359,gate_30,10,False,False
4360,gate_30,12,False,False
4361,gate_40,55,True,True
4362,gate_30,8,False,False
4363,gate_30,12,False,False
4364,gate_40,15,False,False
4365,gate_40,16,False,False
4366,gate_30,16,True,True
4367,gate_30,41,True,True
4368,gate_30,25,True,True
4369,gate_40,27,True,False
4370,gate_30,13,True,True
4371,gate_40,19,False,False
4372,gate_40,6,False,False
4373,gate_30,2,False,False
4374,gate_30,18,True,False
4375,gate_30,6,False,False
4376,gate_30,35,True,False
4377,gate_40,19,False,False
4378,gate_30,22,True,True
4379,gate_30,14,False,False
4380,gate_40,6,False,False
4381,gate_30,24,True,False
4382,gate_40,4,True,False
4383,gate_30,43,True,True
4384,gate_40,28,False,False
4385,gate_40,28,True,False
4386,gate_40,23,False,False
4387,gate_40,21,True,False
4388,gate_30,23,True,True
4389,gate_30,174,True,False
4390,gate_40,4,False,False
4391,gate_40,23,False,False
4392,gate_30,10,False,False
4393,gate_30,24,True,True
4394,gate_30,19,False,False
4395,gate_30,30,True,True
4396,gate_30,63,True,False
4397,gate_40,27,True,False
4398,gate_30,60,True,False
4399,gate_30,164,True,False
4400,gate_40,256,True,False
4401,gate_40,16,False,False
4402,gate_40,19,True,False
4403,gate_40,96,False,False
4404,gate_30,42,True,False
4405,gate_40,265,True,True
4406,gate_40,10,False,False
4407,gate_30,146,False,False
4408,gate_40,25,True,False
4409,gate_40,20,True,False
4410,gate_30,367,False,False
4411,gate_30,12,False,False
4412,gate_30,20,False,False
4413,gate_30,164,False,False
4414,gate_30,24,True,True
4415,gate_40,23,False,False
4416,gate_30,18,True,False
4417,gate_40,15,True,True
4418,gate_40,20,False,False
4419,gate_40,46,False,False
4420,gate_40,7,False,False
4421,gate_30,76,True,False
4422,gate_30,12,True,True
4423,gate_40,188,False,False
4424,gate_40,10,False,False
4425,gate_40,34,True,False
4426,gate_30,32,True,True
4427,gate_40,7,False,False
4428,gate_30,26,True,True
4429,gate_40,15,True,False
4430,gate_40,25,False,False
4431,gate_30,8,False,False
4432,gate_40,54,True,False
4433,gate_30,40,False,False
4434,gate_30,29,False,False
4435,gate_40,43,False,False
4436,gate_40,12,False,False
4437,gate_40,221,True,True
4438,gate_40,28,True,False
4439,gate_30,15,False,False
4440,gate_40,35,False,False
4441,gate_40,17,False,False
4442,gate_30,37,True,False
4443,gate_40,1,False,False
4444,gate_30,26,True,False
4445,gate_40,126,False,False
4446,gate_30,110,False,False
4447,gate_30,16,True,False
4448,gate_30,6,True,False
4449,gate_40,3,False,False
4450,gate_30,26,True,False
4451,gate_30,21,False,False
4452,gate_40,134,True,False
4453,gate_40,41,False,False
4454,gate_30,14,True,False
4455,gate_30,26,False,False
4456,gate_30,21,False,False
4457,gate_30,58,True,True
4458,gate_40,83,False,False
4459,gate_40,20,False,False
4460,gate_40,16,True,True
4461,gate_30,27,True,False
4462,gate_40,16,True,False
4463,gate_40,63,True,True
4464,gate_40,41,True,True
4465,gate_40,14,True,True
4466,gate_40,33,True,False
4467,gate_40,55,True,False
4468,gate_30,22,False,False
4469,gate_40,20,False,False
4470,gate_40,12,False,False
4471,gate_40,118,True,True
4472,gate_30,10,False,False
4473,gate_40,200,True,False
4474,gate_40,40,True,True
4475,gate_30,32,True,False
4476,gate_30,32,False,False
4477,gate_40,17,False,False
4478,gate_40,5,False,False
4479,gate_40,10,False,False
4480,gate_30,11,False,False
4481,gate_40,16,False,False
4482,gate_30,23,False,False
4483,gate_30,29,False,False
4484,gate_30,19,True,False
4485,gate_30,12,True,False
4486,gate_30,284,False,False
4487,gate_30,102,True,True
4488,gate_30,24,True,True
4489,gate_30,11,False,False
4490,gate_40,29,True,True
4491,gate_30,159,False,False
4492,gate_30,4,True,False
4493,gate_40,36,True,True
4494,gate_30,26,True,True
4495,gate_40,27,False,False
4496,gate_30,15,False,False
4497,gate_30,0,False,False
4498,gate_40,173,False,False
4499,gate_40,32,False,False
4500,gate_40,21,True,True
4501,gate_40,9,False,False
4502,gate_40,19,False,False
4503,gate_30,31,True,False
4504,gate_30,9,False,False
4505,gate_30,35,False,False
4506,gate_30,90,False,False
4507,gate_40,11,False,False
4508,gate_40,56,False,False
4509,gate_30,17,False,False
4510,gate_40,24,True,False
4511,gate_40,17,False,False
4512,gate_30,29,True,True
4513,gate_30,8,True,False
4514,gate_30,18,False,False
4515,gate_30,16,False,False
4516,gate_30,5,True,True
4517,gate_40,22,False,False
4518,gate_30,0,True,False
4519,gate_30,6,True,False
4520,gate_40,45,False,False
4521,gate_40,19,False,False
4522,gate_40,281,False,False
4523,gate_30,19,False,False
4524,gate_30,3,True,False
4525,gate_40,11,False,False
4526,gate_30,21,True,True
4527,gate_30,31,False,False
4528,gate_40,19,True,False
4529,gate_40,68,True,True
4530,gate_30,14,True,True
4531,gate_30,14,False,False
4532,gate_30,26,False,False
4533,gate_30,255,False,False
4534,gate_30,17,False,False
4535,gate_30,29,False,False
4536,gate_30,40,True,True
4537,gate_40,31,False,False
4538,gate_40,43,False,False
4539,gate_40,9,False,False
4540,gate_30,66,False,False
4541,gate_30,35,False,False
4542,gate_30,26,True,True
4543,gate_30,26,True,True
4544,gate_30,19,False,False
4545,gate_40,11,False,False
4546,gate_40,33,True,False
4547,gate_40,99,False,False
4548,gate_30,89,False,False
4549,gate_40,11,True,True
4550,gate_30,13,False,False
4551,gate_30,48,False,False
4552,gate_30,9,False,False
4553,gate_40,23,True,True
4554,gate_40,13,False,False
4555,gate_30,8,False,False
4556,gate_40,21,True,True
4557,gate_40,30,True,True
4558,gate_30,43,True,True
4559,gate_30,70,True,True
4560,gate_30,202,True,False
4561,gate_40,18,True,True
4562,gate_30,12,False,False
4563,gate_40,6,False,False
4564,gate_30,14,True,False
4565,gate_40,11,True,True
4566,gate_30,6,True,True
4567,gate_40,45,True,True
4568,gate_40,22,True,True
4569,gate_40,19,False,False
4570,gate_40,13,False,False
4571,gate_30,25,True,False
4572,gate_40,8,False,False
4573,gate_30,181,True,True
4574,gate_30,5,True,False
4575,gate_40,46,False,False
4576,gate_30,46,False,False
4577,gate_40,79,False,False
4578,gate_40,8,False,False
4579,gate_30,73,True,False
4580,gate_40,22,False,False
4581,gate_30,5,False,False
4582,gate_30,13,True,False
4583,gate_30,75,False,False
