user_id,variant,user_tenure,country_tier,exposure_date,converted_to_paid
107245,treatment,returning,tier_1,2025-07-19,0
107246,treatment,new,tier_1,2025-07-19,0
107247,treatment,tenured,tier_1,2025-07-19,1
107248,treatment,returning,tier_1,2025-07-19,0
107249,control,returning,tier_1,2025-07-19,0
107250,treatment,returning,tier_2,2025-07-19,0
107251,treatment,tenured,tier_2,2025-07-19,0
107252,control,tenured,tier_3,2025-07-19,0
107253,treatment,tenured,tier_3,2025-07-19,0
107254,control,returning,tier_2,2025-07-19,0
107255,treatment,returning,tier_2,2025-07-19,0
107256,treatment,tenured,tier_1,2025-07-19,0
107257,control,tenured,tier_1,2025-07-19,0
107258,treatment,returning,tier_3,2025-07-19,0
107259,treatment,returning,tier_1,2025-07-19,0
107260,control,tenured,tier_2,2025-07-19,0
107261,treatment,new,tier_2,2025-07-19,0
107262,treatment,tenured,tier_2,2025-07-19,0
107263,treatment,new,tier_3,2025-07-19,0
107264,control,new,tier_1,2025-07-19,0
107265,treatment,tenured,tier_1,2025-07-19,0
107266,treatment,tenured,tier_3,2025-07-19,0
107267,treatment,returning,tier_1,2025-07-19,0
107268,treatment,tenured,tier_3,2025-07-19,0
107269,treatment,tenured,tier_2,2025-07-19,0
107270,control,tenured,tier_2,2025-07-19,0
107271,treatment,returning,tier_1,2025-07-19,1
107272,treatment,tenured,tier_3,2025-07-19,1
107273,control,returning,tier_2,2025-07-19,0
107274,control,returning,tier_1,2025-07-19,0
107275,control,tenured,tier_2,2025-07-19,0
107276,control,returning,tier_1,2025-07-19,0
107277,control,returning,tier_2,2025-07-19,0
107278,control,returning,tier_3,2025-07-19,0
107279,control,returning,tier_2,2025-07-19,0
107280,treatment,new,tier_3,2025-07-19,0
107281,control,tenured,tier_1,2025-07-19,0
107282,treatment,new,tier_3,2025-07-19,0
107283,control,tenured,tier_2,2025-07-19,0
107284,treatment,new,tier_2,2025-07-19,0
107285,treatment,tenured,tier_1,2025-07-19,0
107286,control,tenured,tier_1,2025-07-19,0
107287,treatment,tenured,tier_1,2025-07-19,0
107288,treatment,returning,tier_3,2025-07-19,0
107289,treatment,returning,tier_1,2025-07-19,0
107290,control,new,tier_2,2025-07-19,1
107291,treatment,returning,tier_2,2025-07-19,1
107292,control,tenured,tier_2,2025-07-19,0
107293,treatment,tenured,tier_3,2025-07-19,1
107294,treatment,returning,tier_1,2025-07-19,0
107295,control,new,tier_3,2025-07-19,0
107296,treatment,returning,tier_1,2025-07-19,0
107297,control,new,tier_2,2025-07-19,0
107298,control,returning,tier_2,2025-07-19,0
107299,treatment,tenured,tier_3,2025-07-19,0
107300,treatment,tenured,tier_1,2025-07-19,0
107301,treatment,returning,tier_1,2025-07-19,0
107302,treatment,returning,tier_2,2025-07-19,0
107303,treatment,new,tier_1,2025-07-19,0
107304,control,new,tier_3,2025-07-19,0
107305,treatment,new,tier_1,2025-07-19,0
107306,control,returning,tier_2,2025-07-19,0
107307,control,returning,tier_2,2025-07-19,0
107308,treatment,tenured,tier_2,2025-07-19,0
107309,treatment,returning,tier_2,2025-07-19,1
107310,control,tenured,tier_2,2025-07-19,0
107311,treatment,returning,tier_2,2025-07-19,0
107312,control,tenured,tier_2,2025-07-19,0
107313,control,tenured,tier_1,2025-07-19,0
107314,treatment,tenured,tier_3,2025-07-19,0
107315,control,new,tier_3,2025-07-19,0
107316,control,returning,tier_1,2025-07-19,0
107317,control,new,tier_1,2025-07-19,0
107318,control,returning,tier_1,2025-07-19,0
107319,control,new,tier_3,2025-07-19,0
107320,treatment,returning,tier_3,2025-07-19,0
107321,control,tenured,tier_2,2025-07-19,0
107322,treatment,tenured,tier_1,2025-07-19,0
107323,control,returning,tier_2,2025-07-19,1
107324,treatment,returning,tier_1,2025-07-19,0
107325,control,returning,tier_3,2025-07-19,1
107326,control,returning,tier_3,2025-07-19,0
107327,treatment,new,tier_1,2025-07-19,0
107328,control,returning,tier_2,2025-07-19,1
107329,treatment,tenured,tier_3,2025-07-19,0
107330,control,tenured,tier_1,2025-07-19,0
107331,treatment,tenured,tier_2,2025-07-19,0
107332,control,tenured,tier_1,2025-07-19,0
107333,control,returning,tier_1,2025-07-19,0
107334,control,tenured,tier_2,2025-07-19,0
107335,treatment,tenured,tier_1,2025-07-19,0
107336,treatment,new,tier_3,2025-07-19,0
107337,treatment,returning,tier_2,2025-07-19,0
107338,treatment,tenured,tier_2,2025-07-19,0
107339,control,tenured,tier_1,2025-07-19,1
107340,control,new,tier_2,2025-07-19,0
107341,control,new,tier_1,2025-07-19,0
107342,treatment,new,tier_2,2025-07-19,0
107343,treatment,tenured,tier_3,2025-07-19,0
107344,control,returning,tier_3,2025-07-19,0
107345,treatment,returning,tier_2,2025-07-19,0
107346,treatment,returning,tier_1,2025-07-19,1
107347,control,returning,tier_2,2025-07-19,0
107348,control,tenured,tier_1,2025-07-19,0
107349,control,returning,tier_2,2025-07-19,0
107350,treatment,returning,tier_1,2025-07-19,0
107351,control,new,tier_1,2025-07-19,0
107352,treatment,new,tier_1,2025-07-19,0
107353,treatment,returning,tier_2,2025-07-19,0
107354,treatment,tenured,tier_2,2025-07-19,0
107355,treatment,returning,tier_1,2025-07-19,0
107356,treatment,tenured,tier_3,2025-07-19,0
107357,control,returning,tier_2,2025-07-19,0
107358,treatment,tenured,tier_2,2025-07-19,0
107359,control,tenured,tier_2,2025-07-19,0
107360,treatment,returning,tier_2,2025-07-19,0
107361,treatment,tenured,tier_1,2025-07-19,1
107362,control,tenured,tier_2,2025-07-19,1
107363,treatment,returning,tier_1,2025-07-19,0
107364,treatment,returning,tier_3,2025-07-19,0
107365,control,returning,tier_2,2025-07-19,0
107366,control,new,tier_2,2025-07-19,0
107367,control,tenured,tier_2,2025-07-19,0
107368,treatment,tenured,tier_1,2025-07-19,0
107369,control,new,tier_1,2025-07-19,0
107370,treatment,returning,tier_3,2025-07-19,0
107371,treatment,tenured,tier_3,2025-07-19,0
107372,control,tenured,tier_1,2025-07-19,0
107373,treatment,new,tier_2,2025-07-19,0
107374,control,tenured,tier_1,2025-07-19,0
107375,control,new,tier_2,2025-07-19,0
107376,control,tenured,tier_3,2025-07-19,0
107377,control,returning,tier_1,2025-07-19,0
107378,treatment,tenured,tier_3,2025-07-19,1
107379,control,tenured,tier_2,2025-07-19,0
107380,control,tenured,tier_1,2025-07-19,0
107381,treatment,returning,tier_1,2025-07-19,0
107382,control,tenured,tier_1,2025-07-19,0
107383,treatment,returning,tier_1,2025-07-19,0
107384,control,tenured,tier_2,2025-07-19,1
107385,treatment,new,tier_3,2025-07-19,1
107386,treatment,returning,tier_1,2025-07-19,0
107387,treatment,tenured,tier_1,2025-07-19,0
107388,control,returning,tier_3,2025-07-19,0
107389,control,tenured,tier_1,2025-07-19,0
107390,treatment,new,tier_1,2025-07-19,0
107391,treatment,new,tier_1,2025-07-19,0
107392,control,new,tier_1,2025-07-19,1
107393,control,tenured,tier_2,2025-07-19,0
107394,control,tenured,tier_1,2025-07-19,0
107395,treatment,returning,tier_3,2025-07-19,0
107396,control,tenured,tier_3,2025-07-19,1
107397,control,returning,tier_3,2025-07-19,0
107398,treatment,returning,tier_1,2025-07-19,1
107399,control,new,tier_1,2025-07-19,0
107400,control,returning,tier_2,2025-07-19,0
107401,treatment,tenured,tier_1,2025-07-19,0
107402,control,returning,tier_2,2025-07-19,0
107403,control,returning,tier_2,2025-07-19,0
107404,control,returning,tier_3,2025-07-19,0
107405,treatment,new,tier_2,2025-07-19,0
107406,treatment,tenured,tier_2,2025-07-19,0
107407,treatment,tenured,tier_3,2025-07-19,0
107408,treatment,new,tier_3,2025-07-19,0
107409,control,returning,tier_1,2025-07-19,0
107410,control,tenured,tier_1,2025-07-19,0
107411,treatment,returning,tier_2,2025-07-19,0
107412,control,tenured,tier_2,2025-07-19,1
107413,treatment,tenured,tier_3,2025-07-19,0
107414,control,tenured,tier_1,2025-07-19,0
107415,control,new,tier_1,2025-07-19,0
107416,treatment,new,tier_3,2025-07-19,0
107417,treatment,new,tier_1,2025-07-19,0
107418,control,tenured,tier_1,2025-07-19,1
107419,treatment,returning,tier_2,2025-07-19,0
107420,control,tenured,tier_2,2025-07-19,0
107421,control,new,tier_2,2025-07-19,0
107422,control,returning,tier_3,2025-07-19,0
107423,treatment,returning,tier_1,2025-07-19,0
107424,control,tenured,tier_2,2025-07-19,0
107425,control,tenured,tier_1,2025-07-19,0
107426,treatment,tenured,tier_3,2025-07-19,0
107427,treatment,new,tier_2,2025-07-19,0
107428,control,new,tier_1,2025-07-19,1
107429,control,returning,tier_2,2025-07-19,0
107430,treatment,tenured,tier_2,2025-07-19,0
107431,treatment,returning,tier_1,2025-07-19,1
107432,control,new,tier_1,2025-07-19,0
107433,control,new,tier_2,2025-07-19,0
107434,treatment,returning,tier_3,2025-07-19,0
107435,control,returning,tier_1,2025-07-19,1
107436,control,returning,tier_3,2025-07-19,1
107437,treatment,tenured,tier_1,2025-07-19,1
107438,treatment,new,tier_2,2025-07-19,0
107439,control,new,tier_3,2025-07-19,0
107440,control,returning,tier_1,2025-07-19,0
107441,treatment,returning,tier_1,2025-07-19,0
107442,control,returning,tier_3,2025-07-19,1
107443,treatment,returning,tier_3,2025-07-19,0
107444,control,tenured,tier_1,2025-07-19,0
107445,treatment,tenured,tier_1,2025-07-19,1
107446,control,tenured,tier_3,2025-07-19,0
107447,control,tenured,tier_3,2025-07-19,0
107448,control,new,tier_2,2025-07-19,1
107449,control,returning,tier_2,2025-07-19,1
107450,control,new,tier_3,2025-07-19,1
107451,treatment,returning,tier_2,2025-07-19,0
107452,control,tenured,tier_2,2025-07-19,0
107453,control,tenured,tier_1,2025-07-19,1
107454,control,returning,tier_1,2025-07-19,1
107455,treatment,returning,tier_2,2025-07-19,0
107456,treatment,new,tier_1,2025-07-19,0
107457,control,new,tier_1,2025-07-19,0
107458,control,tenured,tier_1,2025-07-19,0
107459,treatment,tenured,tier_3,2025-07-19,0
107460,treatment,tenured,tier_3,2025-07-19,0
107461,treatment,returning,tier_2,2025-07-19,0
107462,treatment,returning,tier_2,2025-07-19,0
107463,treatment,new,tier_3,2025-07-19,0
107464,control,new,tier_3,2025-07-19,0
107465,control,new,tier_3,2025-07-19,0
107466,treatment,tenured,tier_3,2025-07-19,0
107467,control,new,tier_3,2025-07-19,0
107468,treatment,tenured,tier_1,2025-07-19,0
107469,control,new,tier_1,2025-07-19,1
107470,treatment,returning,tier_3,2025-07-19,0
107471,control,new,tier_3,2025-07-19,0
107472,control,returning,tier_3,2025-07-19,1
107473,treatment,new,tier_3,2025-07-19,0
107474,treatment,tenured,tier_1,2025-07-19,0
107475,control,tenured,tier_2,2025-07-19,0
107476,treatment,returning,tier_1,2025-07-19,0
107477,control,new,tier_3,2025-07-19,0
107478,control,returning,tier_3,2025-07-19,0
107479,treatment,new,tier_1,2025-07-19,0
107480,treatment,new,tier_3,2025-07-19,0
107481,control,tenured,tier_2,2025-07-19,0
107482,control,tenured,tier_1,2025-07-19,0
107483,treatment,returning,tier_2,2025-07-19,1
107484,control,tenured,tier_2,2025-07-19,0
107485,treatment,returning,tier_3,2025-07-19,0
107486,control,tenured,tier_2,2025-07-19,0
107487,control,returning,tier_1,2025-07-19,0
107488,control,returning,tier_3,2025-07-19,0
107489,treatment,returning,tier_2,2025-07-19,0
107490,control,new,tier_3,2025-07-19,0
107491,control,tenured,tier_3,2025-07-19,0
107492,control,returning,tier_2,2025-07-19,1
107493,treatment,new,tier_1,2025-07-19,0
107494,treatment,tenured,tier_1,2025-07-19,0
107495,treatment,new,tier_1,2025-07-19,0
107496,control,tenured,tier_1,2025-07-19,0
107497,treatment,tenured,tier_2,2025-07-19,0
107498,control,tenured,tier_3,2025-07-19,0
107499,treatment,tenured,tier_1,2025-07-19,0
107500,treatment,returning,tier_2,2025-07-19,1
107501,control,returning,tier_1,2025-07-19,0
107502,control,returning,tier_3,2025-07-19,0
107503,treatment,tenured,tier_2,2025-07-19,0
107504,control,returning,tier_1,2025-07-19,0
107505,treatment,returning,tier_2,2025-07-19,1
107506,treatment,returning,tier_3,2025-07-19,0
107507,treatment,tenured,tier_3,2025-07-19,0
107508,control,returning,tier_2,2025-07-19,0
107509,treatment,returning,tier_3,2025-07-19,0
107510,treatment,returning,tier_3,2025-07-19,0
107511,control,new,tier_1,2025-07-19,0
107512,control,new,tier_2,2025-07-19,0
107513,treatment,new,tier_3,2025-07-19,0
107514,treatment,tenured,tier_2,2025-07-19,0
107515,control,new,tier_3,2025-07-19,0
107516,control,returning,tier_3,2025-07-19,1
107517,control,tenured,tier_3,2025-07-19,0
107518,treatment,returning,tier_2,2025-07-19,0
107519,control,new,tier_3,2025-07-19,0
107520,treatment,returning,tier_2,2025-07-19,0
107521,treatment,tenured,tier_1,2025-07-19,0
107522,treatment,tenured,tier_3,2025-07-19,0
107523,treatment,new,tier_2,2025-07-19,0
107524,control,returning,tier_1,2025-07-19,0
107525,treatment,returning,tier_2,2025-07-19,1
107526,control,returning,tier_1,2025-07-19,1
107527,treatment,tenured,tier_1,2025-07-19,0
107528,control,tenured,tier_2,2025-07-19,0
107529,control,tenured,tier_1,2025-07-19,0
107530,control,returning,tier_3,2025-07-19,0
107531,control,returning,tier_2,2025-07-19,0
107532,control,returning,tier_3,2025-07-19,0
107533,treatment,tenured,tier_3,2025-07-19,0
107534,control,new,tier_2,2025-07-19,0
107535,control,returning,tier_1,2025-07-19,0
107536,treatment,tenured,tier_2,2025-07-19,1
107537,control,new,tier_2,2025-07-19,0
107538,control,tenured,tier_3,2025-07-19,0
107539,control,returning,tier_2,2025-07-19,1
107540,control,new,tier_3,2025-07-19,0
107541,control,returning,tier_1,2025-07-19,0
107542,treatment,returning,tier_3,2025-07-19,0
107543,treatment,returning,tier_2,2025-07-19,0
107544,control,tenured,tier_1,2025-07-19,0
107545,control,returning,tier_3,2025-07-19,0
107546,treatment,new,tier_1,2025-07-19,0
107547,treatment,returning,tier_3,2025-07-19,0
107548,treatment,new,tier_1,2025-07-19,0
107549,treatment,tenured,tier_2,2025-07-19,0
107550,treatment,tenured,tier_3,2025-07-19,0
107551,treatment,tenured,tier_3,2025-07-19,0
107552,treatment,returning,tier_2,2025-07-19,0
107553,treatment,tenured,tier_1,2025-07-19,0
107554,treatment,tenured,tier_3,2025-07-19,0
107555,control,returning,tier_1,2025-07-19,0
107556,control,tenured,tier_1,2025-07-19,1
107557,control,tenured,tier_1,2025-07-19,1
107558,treatment,tenured,tier_2,2025-07-19,0
107559,control,returning,tier_2,2025-07-19,1
107560,treatment,new,tier_3,2025-07-19,0
107561,control,tenured,tier_3,2025-07-19,0
107562,control,new,tier_2,2025-07-19,0
107563,control,new,tier_1,2025-07-19,0
107564,control,tenured,tier_1,2025-07-19,0
107565,control,returning,tier_3,2025-07-19,1
107566,control,tenured,tier_2,2025-07-19,0
107567,control,tenured,tier_1,2025-07-19,0
107568,treatment,returning,tier_2,2025-07-19,0
107569,treatment,tenured,tier_2,2025-07-19,0
107570,treatment,returning,tier_3,2025-07-19,0
107571,treatment,returning,tier_3,2025-07-19,1
107572,treatment,new,tier_1,2025-07-19,1
107573,control,tenured,tier_3,2025-07-19,1
107574,treatment,new,tier_2,2025-07-19,0
107575,control,returning,tier_1,2025-07-19,0
107576,control,new,tier_1,2025-07-19,0
107577,control,returning,tier_2,2025-07-19,0
107578,treatment,tenured,tier_3,2025-07-19,1
107579,control,tenured,tier_2,2025-07-19,0
107580,control,new,tier_2,2025-07-19,0
107581,control,tenured,tier_1,2025-07-19,0
107582,treatment,new,tier_1,2025-07-19,1
107583,treatment,tenured,tier_1,2025-07-19,1
107584,treatment,returning,tier_2,2025-07-19,1
107585,treatment,returning,tier_1,2025-07-19,0
107586,treatment,new,tier_1,2025-07-19,0
107587,control,returning,tier_2,2025-07-19,0
107588,control,returning,tier_3,2025-07-19,0
107589,control,returning,tier_2,2025-07-19,0
107590,treatment,tenured,tier_1,2025-07-19,1
107591,control,returning,tier_1,2025-07-19,1
107592,control,new,tier_2,2025-07-19,0
107593,treatment,new,tier_1,2025-07-19,0
107594,control,tenured,tier_1,2025-07-19,0
107595,treatment,tenured,tier_2,2025-07-19,0
107596,treatment,tenured,tier_1,2025-07-19,1
107597,control,new,tier_2,2025-07-19,0
107598,treatment,returning,tier_2,2025-07-19,0
107599,treatment,tenured,tier_1,2025-07-19,0
107600,treatment,returning,tier_1,2025-07-19,0
107601,control,new,tier_3,2025-07-19,0
107602,treatment,new,tier_2,2025-07-19,0
107603,treatment,new,tier_3,2025-07-19,0
107604,control,tenured,tier_2,2025-07-19,0
107605,treatment,tenured,tier_2,2025-07-19,0
107606,treatment,tenured,tier_2,2025-07-19,0
107607,control,tenured,tier_2,2025-07-19,1
107608,control,returning,tier_1,2025-07-19,1
107609,control,tenured,tier_3,2025-07-19,0
107610,control,returning,tier_3,2025-07-19,0
107611,control,returning,tier_1,2025-07-19,1
107612,treatment,tenured,tier_3,2025-07-19,0
107613,treatment,tenured,tier_1,2025-07-19,0
107614,control,tenured,tier_2,2025-07-19,0
107615,treatment,returning,tier_3,2025-07-19,0
107616,control,returning,tier_3,2025-07-19,1
107617,treatment,new,tier_2,2025-07-19,0
107618,control,new,tier_1,2025-07-19,0
107619,control,new,tier_2,2025-07-19,0
107620,control,returning,tier_2,2025-07-19,0
107621,treatment,tenured,tier_3,2025-07-19,0
107622,treatment,tenured,tier_1,2025-07-19,0
107623,treatment,returning,tier_1,2025-07-19,0
107624,treatment,new,tier_2,2025-07-19,0
107625,control,tenured,tier_3,2025-07-19,0
107626,treatment,new,tier_1,2025-07-19,0
107627,treatment,tenured,tier_2,2025-07-19,0
107628,treatment,new,tier_1,2025-07-19,0
107629,control,returning,tier_3,2025-07-19,0
107630,control,returning,tier_2,2025-07-19,0
107631,control,new,tier_2,2025-07-19,0
107632,control,returning,tier_3,2025-07-19,1
107633,control,returning,tier_3,2025-07-19,0
107634,control,tenured,tier_2,2025-07-19,0
107635,treatment,tenured,tier_2,2025-07-19,1
107636,control,tenured,tier_1,2025-07-19,1
107637,control,returning,tier_3,2025-07-19,0
107638,control,tenured,tier_2,2025-07-19,0
107639,control,returning,tier_1,2025-07-19,0
107640,treatment,new,tier_3,2025-07-19,1
107641,control,new,tier_1,2025-07-19,0
107642,treatment,returning,tier_2,2025-07-19,0
107643,control,tenured,tier_2,2025-07-19,0
107644,control,new,tier_2,2025-07-19,0
107645,treatment,returning,tier_2,2025-07-19,0
107646,control,returning,tier_3,2025-07-19,1
107647,control,new,tier_3,2025-07-19,0
107648,control,new,tier_1,2025-07-19,0
107649,control,tenured,tier_2,2025-07-19,0
107650,control,new,tier_2,2025-07-19,0
107651,treatment,tenured,tier_2,2025-07-19,1
107652,treatment,returning,tier_3,2025-07-19,0
107653,control,returning,tier_1,2025-07-19,0
107654,treatment,new,tier_1,2025-07-19,0
107655,control,new,tier_3,2025-07-19,1
107656,control,new,tier_2,2025-07-19,0
107657,control,tenured,tier_1,2025-07-19,0
107658,treatment,returning,tier_1,2025-07-19,1
107659,treatment,tenured,tier_3,2025-07-19,0
107660,treatment,new,tier_3,2025-07-19,0
107661,treatment,tenured,tier_3,2025-07-19,0
107662,control,new,tier_1,2025-07-19,0
107663,control,tenured,tier_1,2025-07-19,0
107664,treatment,new,tier_1,2025-07-19,0
107665,control,returning,tier_1,2025-07-19,0
107666,treatment,new,tier_2,2025-07-19,0
107667,control,returning,tier_2,2025-07-19,1
107668,control,returning,tier_1,2025-07-19,1
107669,control,returning,tier_1,2025-07-19,0
107670,treatment,new,tier_3,2025-07-19,0
107671,treatment,tenured,tier_1,2025-07-19,1
107672,control,new,tier_3,2025-07-19,0
107673,treatment,new,tier_3,2025-07-19,0
107674,treatment,returning,tier_1,2025-07-19,0
107675,control,new,tier_2,2025-07-19,0
107676,treatment,returning,tier_1,2025-07-19,0
107677,control,new,tier_1,2025-07-19,0
107678,treatment,returning,tier_2,2025-07-19,1
107679,control,returning,tier_1,2025-07-19,0
107680,treatment,tenured,tier_3,2025-07-19,0
107681,control,tenured,tier_3,2025-07-19,0
107682,control,returning,tier_2,2025-07-19,1
107683,control,tenured,tier_2,2025-07-19,0
107684,treatment,tenured,tier_1,2025-07-19,0
107685,treatment,returning,tier_3,2025-07-19,0
107686,treatment,new,tier_2,2025-07-19,0
107687,control,tenured,tier_1,2025-07-19,0
107688,control,returning,tier_2,2025-07-19,0
107689,treatment,tenured,tier_1,2025-07-19,0
107690,treatment,tenured,tier_1,2025-07-19,0
107691,control,tenured,tier_2,2025-07-19,0
107692,control,returning,tier_1,2025-07-19,0
107693,treatment,tenured,tier_3,2025-07-19,0
107694,control,tenured,tier_2,2025-07-19,0
107695,treatment,returning,tier_2,2025-07-19,0
107696,treatment,new,tier_1,2025-07-19,0
107697,control,returning,tier_1,2025-07-19,0
107698,control,new,tier_3,2025-07-19,0
107699,treatment,new,tier_2,2025-07-19,0
107700,control,tenured,tier_2,2025-07-19,0
107701,control,new,tier_2,2025-07-19,1
107702,control,new,tier_3,2025-07-19,0
107703,control,tenured,tier_2,2025-07-19,0
107704,control,returning,tier_3,2025-07-19,0
107705,control,new,tier_2,2025-07-19,0
107706,treatment,returning,tier_2,2025-07-19,0
107707,treatment,returning,tier_2,2025-07-19,1
107708,treatment,returning,tier_1,2025-07-19,0
107709,treatment,new,tier_3,2025-07-19,0
107710,treatment,returning,tier_3,2025-07-19,1
107711,treatment,tenured,tier_1,2025-07-19,1
107712,control,tenured,tier_3,2025-07-19,0
107713,treatment,returning,tier_2,2025-07-19,0
107714,treatment,tenured,tier_1,2025-07-19,0
107715,treatment,tenured,tier_3,2025-07-19,0
107716,treatment,tenured,tier_2,2025-07-19,0
107717,treatment,returning,tier_1,2025-07-19,0
107718,control,tenured,tier_3,2025-07-19,0
107719,treatment,new,tier_3,2025-07-19,0
107720,treatment,new,tier_1,2025-07-19,0
107721,treatment,tenured,tier_1,2025-07-19,0
107722,control,tenured,tier_2,2025-07-19,0
107723,control,tenured,tier_3,2025-07-19,0
107724,control,returning,tier_3,2025-07-19,0
107725,treatment,tenured,tier_2,2025-07-19,0
107726,control,tenured,tier_1,2025-07-19,1
107727,control,returning,tier_1,2025-07-19,0
107728,control,tenured,tier_3,2025-07-19,0
107729,treatment,tenured,tier_2,2025-07-19,0
107730,control,returning,tier_3,2025-07-19,0
107731,control,returning,tier_3,2025-07-19,0
107732,control,tenured,tier_2,2025-07-19,0
107733,treatment,returning,tier_2,2025-07-19,0
107734,control,returning,tier_3,2025-07-19,0
107735,treatment,tenured,tier_2,2025-07-19,0
107736,treatment,returning,tier_2,2025-07-19,0
107737,control,new,tier_2,2025-07-19,1
107738,treatment,tenured,tier_2,2025-07-19,1
107739,control,returning,tier_3,2025-07-19,0
107740,control,tenured,tier_3,2025-07-19,0
107741,treatment,tenured,tier_1,2025-07-19,0
107742,treatment,returning,tier_2,2025-07-19,0
107743,treatment,returning,tier_2,2025-07-19,1
107744,treatment,returning,tier_3,2025-07-19,0
107745,treatment,tenured,tier_2,2025-07-19,0
107746,treatment,returning,tier_3,2025-07-19,0
107747,treatment,new,tier_1,2025-07-19,0
107748,control,new,tier_3,2025-07-19,0
107749,control,tenured,tier_1,2025-07-19,1
107750,treatment,tenured,tier_1,2025-07-19,1
107751,control,new,tier_1,2025-07-19,0
107752,treatment,tenured,tier_1,2025-07-19,0
107753,control,tenured,tier_2,2025-07-19,0
107754,treatment,returning,tier_3,2025-07-19,0
107755,treatment,returning,tier_3,2025-07-19,0
107756,control,new,tier_3,2025-07-19,0
107757,control,tenured,tier_2,2025-07-19,0
107758,treatment,new,tier_1,2025-07-19,0
107759,treatment,tenured,tier_2,2025-07-19,0
107760,control,returning,tier_1,2025-07-19,0
107761,control,new,tier_3,2025-07-19,0
107762,control,returning,tier_1,2025-07-19,1
107763,control,returning,tier_2,2025-07-19,0
107764,treatment,tenured,tier_3,2025-07-19,0
107765,control,tenured,tier_1,2025-07-19,0
107766,control,returning,tier_1,2025-07-19,0
107767,treatment,new,tier_1,2025-07-19,0
107768,control,new,tier_1,2025-07-19,0
107769,treatment,new,tier_2,2025-07-19,0
107770,treatment,new,tier_1,2025-07-19,0
107771,treatment,returning,tier_1,2025-07-19,0
107772,control,tenured,tier_2,2025-07-19,1
107773,control,returning,tier_2,2025-07-19,0
107774,treatment,returning,tier_2,2025-07-19,0
107775,treatment,returning,tier_1,2025-07-19,0
107776,treatment,new,tier_2,2025-07-19,0
107777,treatment,tenured,tier_2,2025-07-19,0
107778,control,new,tier_2,2025-07-19,0
107779,control,returning,tier_2,2025-07-19,0
107780,control,returning,tier_1,2025-07-19,0
107781,treatment,new,tier_1,2025-07-19,0
107782,control,tenured,tier_3,2025-07-19,1
107783,control,tenured,tier_2,2025-07-19,1
107784,treatment,returning,tier_3,2025-07-19,0
107785,treatment,new,tier_1,2025-07-19,0
107786,treatment,returning,tier_2,2025-07-19,0
107787,treatment,tenured,tier_3,2025-07-19,0
107788,treatment,returning,tier_1,2025-07-19,0
107789,control,returning,tier_1,2025-07-19,0
107790,treatment,tenured,tier_3,2025-07-19,1
107791,treatment,tenured,tier_2,2025-07-19,0
107792,treatment,returning,tier_2,2025-07-19,0
107793,treatment,new,tier_1,2025-07-19,0
107794,control,returning,tier_2,2025-07-19,0
107795,treatment,new,tier_1,2025-07-19,0
107796,treatment,tenured,tier_2,2025-07-19,0
107797,control,new,tier_2,2025-07-19,0
107798,control,tenured,tier_1,2025-07-19,0
107799,control,tenured,tier_2,2025-07-19,1
107800,treatment,tenured,tier_3,2025-07-19,0
107801,control,returning,tier_2,2025-07-19,0
107802,treatment,tenured,tier_3,2025-07-19,0
107803,control,new,tier_3,2025-07-19,1
107804,treatment,new,tier_1,2025-07-19,0
107805,control,tenured,tier_1,2025-07-19,0
107806,control,tenured,tier_1,2025-07-19,0
107807,control,returning,tier_1,2025-07-19,0
107808,control,tenured,tier_1,2025-07-19,1
107809,treatment,returning,tier_1,2025-07-19,0
107810,treatment,new,tier_3,2025-07-19,0
107811,treatment,tenured,tier_3,2025-07-19,1
107812,control,tenured,tier_3,2025-07-19,0
107813,treatment,returning,tier_1,2025-07-19,0
107814,treatment,tenured,tier_2,2025-07-19,1
107815,control,returning,tier_2,2025-07-19,0
107816,treatment,new,tier_1,2025-07-19,0
107817,control,tenured,tier_2,2025-07-19,1
107818,treatment,tenured,tier_1,2025-07-19,0
107819,treatment,returning,tier_3,2025-07-19,0
107820,control,tenured,tier_1,2025-07-19,0
107821,treatment,new,tier_3,2025-07-19,0
107822,control,new,tier_1,2025-07-19,0
107823,control,tenured,tier_3,2025-07-19,0
107824,treatment,returning,tier_2,2025-07-19,0
107825,control,new,tier_2,2025-07-19,0
107826,treatment,tenured,tier_1,2025-07-19,0
107827,control,tenured,tier_1,2025-07-19,0
107828,treatment,returning,tier_3,2025-07-19,0
107829,treatment,new,tier_2,2025-07-19,0
107830,treatment,new,tier_3,2025-07-19,0
107831,treatment,new,tier_2,2025-07-19,0
107832,control,returning,tier_1,2025-07-19,0
107833,treatment,tenured,tier_3,2025-07-19,0
107834,treatment,returning,tier_1,2025-07-19,0
107835,treatment,returning,tier_2,2025-07-19,1
107836,control,new,tier_2,2025-07-19,1
107837,treatment,tenured,tier_3,2025-07-19,0
107838,treatment,new,tier_1,2025-07-19,0
107839,treatment,tenured,tier_2,2025-07-19,0
107840,treatment,new,tier_2,2025-07-19,0
107841,treatment,new,tier_2,2025-07-19,0
107842,control,tenured,tier_2,2025-07-19,1
107843,control,tenured,tier_2,2025-07-19,0
107844,treatment,returning,tier_3,2025-07-19,0
107845,control,tenured,tier_2,2025-07-19,0
107846,control,returning,tier_3,2025-07-19,1
107847,treatment,tenured,tier_2,2025-07-19,1
107848,control,returning,tier_2,2025-07-19,1
